Entity,Year,"GDP (expenditure, multiple price benchmarks)","GDP (output, multiple price benchmarks)",Population,Number of people in work,Annual working hours per worker,Consumption of households and government (single price benchmark),Domestic absorption (consumption plus investment) (single price benchmark),"GDP (expenditure, single price benchmark)","GDP (output, single price benchmark)",Capital stock (single price benchmark),GDP (using national accounts growth rates),Consumption of households and government (using national accounts),Domestic absorption (consumption plus investment) (using national accounts),Capital stock (using national accounts),Total factor productivity index (using national accounts) (2017=1),Share of labour compensation in GDP,Real internal rate of return,Average depreciation rate of the capital stock,Share of household consumption in GDP,Share of gross capital formation in GDP,Share of government consumption in GDP,Share of merchandise exports in GDP,Share of merchandise imports in GDP,Share of residual trade and GDP statistical discrepancy in GDP,"GDP per capita (expenditure, multiple price benchmarks)","GDP per capita (output, multiple price benchmarks)","GDP per capita (expenditure, single price benchmark)","GDP per capita (output, single price benchmark)",GDP per capita (using national accounts growth rates),Productivity: output per hour worked,Trade openness (share of exports and imports in GDP)
Italy,1963,475129406250.0,454516906250.0,51062693.02103572,20658922.19543457,2084.208612685918,348940968750.0,487972375000.0,475479531250.0,463448343750.0,1964864125000.0,711744437500.0,540585812500.0,758938937500.0,3915070750000.0,0.7894740700721741,59.43796634674072,14.58153873682022,3.09422891587018,60.27168035507202,29.99933063983917,15.02062976360321,8.86301696300506,-15.969902276992787,1.81523989886045,9304.82468001181,8901.15423529969,9311.68144723824,9076.065446823935,13938.638865106284,10.55604409406975,27.098309684645645
Italy,1964,488326406250.0,467301906250.0,51463529.770332135,20587190.62805176,2078.0772958097614,360723156250.0,489297968750.0,488026656250.0,476457781250.0,2072232000000.0,731244250000.0,560891187500.0,766570187500.0,4125273500000.0,0.7945532202720642,59.43796634674072,13.85621726512909,3.06724291294813,60.32930612564087,26.985561847686768,15.380056202411648,9.63914096355438,-14.14951235055923,1.8154477700591,9488.78571736663,9080.25369296359,9482.961204331134,9258.16366223426,14208.979703944638,10.92292041210542,26.118625620413333
Italy,1965,502069843750.0,480474125000.0,51849403.053523324,20085063.93432617,2020.4867754004515,373664531250.0,492977968750.0,502074562500.0,490878781250.0,2158284000000.0,755619125000.0,579757187500.0,775701000000.0,4303449500000.0,0.8301376104354858,59.43796634674072,14.13954943418502,3.02708130329847,60.301703214645386,24.30609166622162,15.819847583770748,11.04317754507064,-13.501837849617,2.03101746737957,9683.232866378832,9266.724334396176,9683.323875141172,9467.395039114985,14573.342806280454,11.83970206259102,27.042443248768183
Italy,1966,530192187500.0,507443000000.0,52192992.08492362,19757144.92797852,2039.1219064702043,398756312500.0,524009031250.0,531015187500.0,520583468750.0,2251476750000.0,801118750000.0,616762875000.0,823540500000.0,4494215000000.0,0.8651770949363708,59.43796634674072,14.61692005395889,2.98950150609016,60.739827156066895,24.06006157398224,15.85813611745834,11.5646556019783,-14.29538428783416,2.07270588725805,10158.30222259188,9722.435517288137,10174.070623044205,9974.20243512682,15349.163134707693,12.595629865455836,28.3573046310262
Italy,1967,569270625000.0,544073250000.0,52527602.27574209,20003082.275390625,2063.561779052556,428403437500.0,568007000000.0,571532687500.0,560840125000.0,2364906750000.0,857993312500.0,658020937500.0,888061062500.0,4724975500000.0,0.8909736275672913,59.43796634674072,15.030302107334128,2.9609588906168898,60.81671118736267,24.89186823368072,15.56930392980575,11.28539815545082,-14.44208025932312,1.87879912555217,10837.552074271936,10357.854279049396,10880.616337668644,10677.055504187803,16334.141962086704,13.180836630697469,28.61289864914869
Italy,1968,605764062500.0,579405562500.0,52846256.00156047,19992835.99853516,2057.12186659667,452387281250.0,598774812500.0,609228187500.0,599277375000.0,2485635250000.0,914867937500.0,692477750000.0,934530437500.0,4968680000000.0,0.9288947582244872,59.43796634674072,15.20440131425857,2.9368257150053902,59.8968505859375,24.42734092473983,15.591941773891447,12.2084654867649,-13.921400904655451,1.79680343717336,11462.762139329468,10963.985083122843,11528.313140707838,11340.015742691485,17311.87801597497,14.08796409671251,29.18675639908248
Italy,1969,644841437500.0,614753312500.0,53175783.25550719,19849372.86376953,2056.003532271113,476758656250.0,641242625000.0,648254187500.0,636556875000.0,2630342000000.0,970117437500.0,731886125000.0,998645625000.0,5253593500000.0,0.9631046652793884,59.43796634674072,14.86708223819732,2.91318856179714,59.55346822738648,25.839632749557488,15.343005955219269,12.744450569152828,-15.325464308261871,1.8449069932103104,12126.599704259484,11560.77588074516,12190.778354597402,11970.803926692974,18243.594698711448,15.063650513299374,31.10030895196485
Italy,1970,735681625000.0,697684375000.0,53518969.0,19941598.89221192,2034.7423330122904,512778656250.0,740917562500.0,740623500000.0,723978562500.0,2865404000000.0,1091991500000.0,790882562500.0,1139387750000.0,5698253000000.0,1.0449345111846924,59.43796634674072,14.68695849180221,2.91917324066162,56.80592060089111,31.511834263801568,14.0219584107399,11.69127896428108,-15.51631689071655,1.48532623425126,13746.184553742058,13036.207311841154,13838.523309370928,13527.513254225803,20403.821680496123,17.194501904507398,30.098846362343888
Italy,1971,753440125000.0,715245250000.0,53888874.0,19957685.47058105,1982.4567400498456,542940562500.0,754962125000.0,759016000000.0,743495687500.0,3043862500000.0,1111845125000.0,822125062500.0,1152078250000.0,6128876000000.0,1.0380525588989258,59.43796634674072,13.84684145450592,2.95567158609628,58.44641923904419,28.51685285568237,14.5789623260498,12.23857998847961,-15.002711117267609,1.2218989431858,13981.367007223049,13272.59593510898,14084.836881171426,13796.831002629597,20632.183277757853,18.077613177325688,30.39609073338301
Italy,1972,793259687500.0,751208875000.0,54258741.0,19910015.10620117,1963.663171779221,573996187500.0,793510000000.0,798198062500.0,781141937500.0,3173252500000.0,1152877625000.0,853078687500.0,1196763750000.0,6556769500000.0,1.0443438291549685,59.43796634674072,13.473370671272267,2.9965654015541,58.5176944732666,28.10165286064148,14.963985979557028,12.555193901062008,-15.23138582706451,1.09286056831479,14619.94275724164,13844.937445194317,14710.958046372658,14396.610077996464,21247.776925011956,19.214191975205555,31.822806487643025
Italy,1973,846766687500.0,816292812500.0,54619237.0,20166131.9732666,1947.480475852134,614527625000.0,867913750000.0,849449437500.0,844062687500.0,3305078500000.0,1235030125000.0,897753000000.0,1290121875000.0,7006262500000.0,1.0757976770401,59.43796634674072,12.29205280542373,3.0357467010617203,58.37791562080383,30.019819736480702,14.42800164222717,12.833520770072928,-16.6593387722969,1.00007830187678,15503.085249982529,14945.152245535764,15552.202560061394,15453.578882839392,22611.632692708616,20.785010828349407,34.06466650488325
Italy,1974,883338500000.0,873768875000.0,54957794.0,20446121.215820312,1917.017534858856,649690937500.0,933457687500.0,896115562500.0,895254062500.0,3458042750000.0,1302958375000.0,926008812500.0,1352350125000.0,7451115500000.0,1.099152684211731,59.43796634674072,10.93339249491691,3.0675450339913297,58.33454728126526,31.69678449630737,14.23601508140564,14.799906313419338,-20.126160979270928,1.05890808627009,16073.034154172929,15898.907350611637,16305.522788996952,16289.84712341256,23708.345626099912,22.2925399620848,40.80289536934964
Italy,1975,876477125000.0,863432625000.0,55265284.0,20448301.315307617,1901.552579304698,669795062500.0,895610187500.0,893901687500.0,888659625000.0,3611263250000.0,1275724625000.0,935513125000.0,1277914125000.0,7829096000000.0,1.052910566329956,59.43796634674072,9.81314927339553,3.0798627063632003,60.21212935447693,25.410756468772888,15.15925377607345,14.81457501649856,-16.76812767982483,1.1714141815900798,15859.45211102145,15623.4178584878,16174.74158822743,16079.888868389784,23083.652750250956,22.205618796605425,37.400447227048666
Italy,1976,956368500000.0,950277062500.0,55537956.0,20658002.853393555,1899.4646730841955,716970375000.0,985019000000.0,971164687500.0,975801562500.0,3810655000000.0,1366624875000.0,977173875000.0,1373192500000.0,8193645000000.0,1.092976450920105,59.43796634674072,9.80279445648193,3.08804512023925,58.65465998649597,27.46958136558532,14.820358157157887,15.14964997768402,-17.2607347369194,1.16648375988006,17220.088186176676,17110.407565233407,17486.503959562357,17569.99415858949,24607.043064386453,24.21757718900579,41.19215154102292
Italy,1977,1009856062500.0,999901812500.0,55777880.0,20729042.053222656,1864.7463767819904,761325437500.0,1017450500000.0,1025119687500.0,1025202000000.0,4068325750000.0,1401617250000.0,1007280750000.0,1382325375000.0,8559915000000.0,1.1023422479629517,59.43796634674072,9.56741794943809,3.1054513528943,59.14732217788696,24.982888996601098,15.11369347572326,15.648804605007168,-16.61751568317413,1.72480419278144,18104.955987929265,17926.4936655893,18378.606133829395,18380.081853236443,25128.550063215025,25.86773189252218,41.80955705550728
Italy,1978,1072730625000.0,1059180000000.0,55988981.0,20809375.762939453,1854.7400730313584,803166375000.0,1064953500000.0,1086270500000.0,1084275375000.0,4339257500000.0,1447031625000.0,1037126500000.0,1411390000000.0,8915286000000.0,1.1111419200897217,59.43796634674072,9.36894491314888,3.1191861256957,58.79266858100891,24.14397299289703,15.2813509106636,16.20798110961914,-16.51277542114257,2.0867995917797,19159.674025858767,18917.65095706957,19401.50509258241,19365.87084876576,25844.93589908343,27.442752180816075,41.26818755912394
Italy,1979,1166578625000.0,1156425375000.0,56177851.0,21063972.47314453,1848.2283483652768,873109312500.0,1169990500000.0,1180530000000.0,1179827625000.0,4629148500000.0,1533262500000.0,1097195750000.0,1507215875000.0,9294969000000.0,1.1406933069229126,59.43796634674072,9.42285507917404,3.13811749219894,59.3014657497406,25.16310214996338,14.7016555070877,16.58589392900467,-18.09974014759063,2.34762225300073,20765.810799704675,20585.07675916617,21014.15378099814,21001.65107775305,27293.0073455462,29.704463089981537,43.71041887833408
Italy,1980,1234958125000.0,1236363750000.0,56349349.0,21402023.315429688,1849.2610584821,952904187500.0,1296357375000.0,1259349875000.0,1255948500000.0,4853549500000.0,1585853625000.0,1154785125000.0,1608345375000.0,9698096000000.0,1.1363458633422852,59.43796634674072,8.7771862745285,3.17060053348541,61.08800768852234,27.346119284629825,14.783267676830288,14.365357160568228,-19.21465098857879,1.63190010935068,21916.102792953297,21941.047624170424,22348.96937318655,22288.60709641916,28143.24660609655,31.238718230583743,42.97265631304261
Italy,1981,1208398750000.0,1216659000000.0,56505478.0,21424503.326416016,1852.643336181761,952007437500.0,1261851250000.0,1234453625000.0,1233826750000.0,4967053000000.0,1599241875000.0,1177850500000.0,1595890500000.0,10062878000000.0,1.1166540384292605,59.89544987678528,7.7908843755722,3.20053324103355,61.573171615600586,25.112423300743096,15.58575183153152,15.25821089744568,-18.97792369127273,1.44836781546473,21385.5150468774,21531.69998845068,21846.618570326933,21835.524513216224,28302.42184660397,30.65252757167461,45.28203797564305
Italy,1982,1200351875000.0,1197943625000.0,56644863.0,21508684.158325195,1862.8739519548897,945245437500.0,1248753125000.0,1230212250000.0,1222152750000.0,4974315000000.0,1605856250000.0,1194659625000.0,1606670375000.0,10382648000000.0,1.092227339744568,59.86076593399048,7.65614658594131,3.21627333760261,61.33518815040589,24.833862483501427,16.00747108459472,14.84521925449371,-18.50651502609253,1.48477852344512,21190.83375662856,21148.31886873837,21717.98438280273,21575.703166587235,28349.54777805712,29.89778870652182,43.50828914463576
Italy,1983,1193038125000.0,1184148375000.0,56765251.0,21587814.331054688,1867.663349478232,931657875000.0,1215932125000.0,1219974625000.0,1208704500000.0,4919659500000.0,1624631875000.0,1203121750000.0,1600437250000.0,10677608000000.0,1.081166386604309,59.8280668258667,7.77897238731384,3.21486704051494,60.67582964897156,23.51891547441482,16.40321463346481,15.270335972309107,-17.934280633926388,2.06598602235317,21017.050113986108,20860.444623067026,21491.574572620146,21293.03541703709,28620.18305882238,29.369655525648003,40.1896940967377
Italy,1984,1210418375000.0,1199590500000.0,56863137.0,21598342.89550781,1856.6703849427547,932965562500.0,1238990250000.0,1231373625000.0,1220664125000.0,4915891000000.0,1677040000000.0,1234767250000.0,1668597750000.0,10986806000000.0,1.0976930856704712,57.8383207321167,8.519035577774039,3.21005061268806,60.283130407333374,25.070348381996148,16.1478504538536,16.0117506980896,-19.39662545919418,1.88354775309562,21286.52126596533,21096.101328352677,21655.042088163373,21466.70390344451,29492.56914897256,29.91422637272088,42.435667441144574
Italy,1985,1223674625000.0,1210967250000.0,56936774.0,21817836.76147461,1850.5262185480024,942698187500.0,1255032500000.0,1247466250000.0,1239349125000.0,4993636000000.0,1723965000000.0,1270088250000.0,1717917250000.0,11287571000000.0,1.1028554439544678,57.66283869743347,8.555964380502699,3.21263596415519,59.79202389717102,25.20147562026977,16.27195030450821,16.73784255981445,-20.05155384540558,2.04825885593891,21491.815201893947,21268.63123646591,21909.67563423948,21767.111796674675,30278.5858573582,29.993383969770942,42.63715496972241
Italy,1986,1302662750000.0,1292944250000.0,56983931.0,21985132.217407227,1863.014405662096,982987437500.0,1313096125000.0,1327937625000.0,1319853500000.0,5173658000000.0,1773270000000.0,1316894375000.0,1781018875000.0,11591655000000.0,1.1033614873886108,56.529903411865234,9.284567087888709,3.2229326665401405,58.69324803352356,25.011008977890008,15.783761441707613,16.70482158660888,-18.01503747701645,1.8221983686089496,22860.177020781524,22689.62894118344,23303.720920903124,23161.85417253857,31118.7727642026,31.567086785210957,36.163347016835615
Italy,1987,1365535125000.0,1358465125000.0,57007741.0,22046121.59729004,1877.6406194707945,1023121812500.0,1386449000000.0,1390246750000.0,1381472000000.0,5454008500000.0,1829872000000.0,1368262750000.0,1863470875000.0,11910870000000.0,1.108733057975769,56.34617805480957,9.47654694318771,3.24822589755058,58.2394540309906,26.30000412464142,15.82080721855163,17.336297035217278,-19.02141869068145,1.32485181093215,23953.503525073906,23829.4852799026,24386.98193636545,24233.05985760776,32098.658320805946,32.81737375008153,35.56260854906403
Italy,1988,1434666875000.0,1418727000000.0,57018183.0,22285102.84423828,1885.3231283076911,1069220250000.0,1461511250000.0,1460233375000.0,1443599625000.0,5851561500000.0,1906623750000.0,1423664375000.0,1944195625000.0,12260760000000.0,1.120616793632507,56.05644583702088,9.69005301594734,3.29029150307178,58.364081382751465,27.17449963092804,15.70217758417129,16.95672422647476,-19.3097785115242,1.11229484900832,25161.56775813077,24882.010007228742,25609.95980878591,25318.23269429684,33438.872473365205,33.767460147229826,35.1111015075176
Italy,1989,1500289750000.0,1477758625000.0,57028703.0,22439992.90466309,1873.100765639861,1113024250000.0,1526104250000.0,1523723875000.0,1503608500000.0,6351730000000.0,1971227500000.0,1467968625000.0,2010234875000.0,12620539000000.0,1.1336177587509155,56.00258708000183,9.75994393229484,3.33690643310546,58.794838190078735,27.47257649898529,15.22870510816574,17.39078015089035,-20.070722699165337,1.18382517248392,26307.625302297336,25912.5413565867,26718.54337981349,26365.81968206431,34565.53272831753,35.15763444123636,37.05276929955132
Italy,1990,1560881500000.0,1541241875000.0,57048236.0,22803197.860717773,1856.4013585581804,1150583000000.0,1581998625000.0,1582944500000.0,1560592500000.0,6936038000000.0,2011688625000.0,1499311875000.0,2062199625000.0,12990623000000.0,1.128170609474182,57.00226426124573,9.31465178728103,3.3768527209758705,59.57300662994385,27.64435112476349,14.15431052446365,19.03255879878997,-21.44177705049514,1.03754997253417,27360.732065405144,27016.46857231484,27747.474961364274,27355.66617695243,35262.94178491338,36.408531876425066,36.72367754574464
Italy,1991,1615016250000.0,1588199500000.0,57088113.0,23230072.02148437,1847.468313131524,1180282125000.0,1638109125000.0,1637383500000.0,1620042000000.0,7589872500000.0,2042542625000.0,1537083500000.0,2111126250000.0,13347299000000.0,1.115748167037964,57.61944651603699,9.02384296059608,3.40730547904968,59.01162624359131,28.260189294815056,13.84340673685073,17.37012267112732,-19.490185379981988,1.00484164431691,28289.88672300309,27820.14357349664,28681.688953355315,28377.921687479844,35778.77280687137,37.00645637406072,34.28065584764531
Italy,1992,1641884625000.0,1617795250000.0,57145306.0,23068967.819213867,1850.497410937553,1200667250000.0,1669702125000.0,1665565625000.0,1640422250000.0,8269117500000.0,2058330375000.0,1559781250000.0,2127887000000.0,13670789000000.0,1.1094233989715576,57.36435055732727,8.813470602035519,3.42915877699852,59.35121774673462,28.59232723712921,13.8413593173027,19.709338247776028,-22.03017324209213,0.53593288175761,28731.74963836925,28310.203641222957,29146.14937926835,28706.15917254866,36019.23795805731,37.89718143439092,35.22958380488419
Italy,1993,1625990750000.0,1614803250000.0,57197613.0,22456113.815307617,1850.6401796663413,1166701375000.0,1599696750000.0,1648482250000.0,1635997000000.0,8864809000000.0,2040047875000.0,1517597625000.0,2029786375000.0,13882849000000.0,1.1049132347106934,56.170445680618286,8.889449387788769,3.42698767781257,57.837241888046265,26.46675407886505,13.47715705633163,18.85461956262588,-17.64227002859115,1.00649399682879,28427.598018819423,28232.00419220292,28820.822470336305,28602.539759832285,35666.66103706111,38.85644167307081,37.94944255247566
Italy,1994,1685848375000.0,1667777000000.0,57213544.0,22088289.26086425,1850.3267706602016,1182240750000.0,1641821250000.0,1696840250000.0,1688224500000.0,9363661000000.0,2083947375000.0,1528943500000.0,2061679125000.0,14091808000000.0,1.1262354850769043,54.326409101486206,9.47466194629669,3.41116227209568,57.17607140541077,27.22271680831909,12.852571904659271,20.36596685647964,-18.848645687103268,1.23131843283772,29465.896659014867,29150.03831959789,29658.01681503946,29507.427472068503,36424.02181902943,40.80632338280058,40.59351894885074
Italy,1995,1765118500000.0,1748618125000.0,57174408.0,22028453.826904297,1856.2128943332848,1199515250000.0,1703588000000.0,1768315875000.0,1757125625000.0,9702192000000.0,2142860000000.0,1534008500000.0,2100901250000.0,14340169000000.0,1.1420854330062866,52.54091024398804,10.09366288781166,3.41402739286422,56.49456381797791,28.68734896183014,11.77119985222816,21.95321172475814,-20.012907683849328,1.10657792538404,30872.527792504647,30583.93057607173,30928.45097757724,30732.729668141037,37479.35614829628,42.76447800712243,45.684554166423816
Italy,1996,1792813750000.0,1782923125000.0,57065225.0,22114835.739135742,1866.151755985593,1219842500000.0,1704760000000.0,1785662625000.0,1780400875000.0,9797411000000.0,2170005250000.0,1547767625000.0,2115250250000.0,14593205000000.0,1.1346731185913086,52.74118781089783,10.14885455369949,3.42929773032665,57.19826817512512,27.236422896385186,11.31678149104118,23.682169616222374,-20.61189413070678,1.1782526038587,31416.92247774367,31243.601072281763,31291.60754207137,31199.40164960359,38026.753596432856,43.201809963222985,42.87869833489296
Italy,1997,1881417000000.0,1856405250000.0,56903640.0,22111740.112304688,1859.8638982085208,1313403375000.0,1799448500000.0,1868801250000.0,1863262750000.0,9676317000000.0,2209721000000.0,1589486000000.0,2173307000000.0,14844366000000.0,1.1411960124969482,53.32438945770264,9.88321080803871,3.44707295298576,58.89347195625305,26.08570158481598,11.59596815705299,22.63238579034805,-20.50297260284423,1.29544790834188,33063.21001609036,32623.66432094678,32841.50627270944,32744.175065074924,38832.68275983751,45.14074290725323,44.5885059769363
Italy,1998,1985354875000.0,1942746250000.0,56742760.0,22267738.34228516,1873.1329281065643,1413076125000.0,1902038000000.0,1961534625000.0,1961918750000.0,9597037000000.0,2249730750000.0,1637177500000.0,2241139000000.0,15109714000000.0,1.1356608867645264,50.80222487449646,10.55678203701973,3.4735437482595404,59.7172737121582,24.92263317108154,12.30793967843055,23.20944368839264,-21.1433544754982,0.98606152459979,34988.69062766774,34237.78205360472,34568.89698350944,34575.66656962051,39647.89076174652,46.57698487548728,45.09273823093189
Italy,1999,2037002625000.0,1997615000000.0,56655632.0,22472488.403320312,1869.87801800286,1477437125000.0,1980465875000.0,2016371125000.0,2019488125000.0,9412865000000.0,2286305000000.0,1676186000000.0,2305924250000.0,15389342000000.0,1.1315345764160156,51.14305019378662,10.36979705095291,3.510025888681409,60.74572801589966,24.90872591733932,12.41326704621315,22.23487347364425,-20.88517993688583,0.5825891625136099,35954.10646906207,35258.8953557168,35589.950263020626,35644.96685872289,40354.41701541693,47.53870525932316,44.62079080151079
Italy,2000,2081385625000.0,2046561750000.0,56692178.0,22917968.75,1850.1979712183984,1526013000000.0,2049095625000.0,2066659500000.0,2079217500000.0,9280035000000.0,2372886250000.0,1723485125000.0,2384291750000.0,15706382000000.0,1.1489475965499878,50.219082832336426,10.57402342557907,3.55114340782165,60.34277081489563,25.157669186592106,13.0508542060852,23.59914779663086,-22.82545566558838,0.67501408047974,36713.80600336082,36099.54357371841,36454.05015132776,36675.56219131324,41855.61983524429,48.26480208315845,50.40558982512384
