Entity,Year,cereals_land,maize_land,rice_land,wheat_land,sorghum_land,millet_land,oats_land,rye_land,barley_land,cereals_biofuel_share_cropland,maize_biofuel_share_cropland,rice_biofuel_share_cropland,wheat_biofuel_share_cropland,sorghum_biofuel_share_cropland,millet_biofuel_share_cropland,oats_biofuel_share_cropland,rye_biofuel_share_cropland,barley_biofuel_share_cropland,sugarcane_land,sugarbeet_land,sugarcrops_land,sugarcane_biofuel_share_cropland,sugarbeet_biofuel_share_cropland,sugarcrops_biofuel_share_cropland,total_land_biofuels,total_cropland_share_biofuels,cereal_biofuels,maize_biofuels,rice_biofuels,wheat_biofuels,sorghum_biofuels,millet_biofuels,oats_biofuels,rye_production,barley_biofuels,cassava_biofuels,potatoes_biofuels,yams_biofuels,cassava_land,potatoes_land,yams_land,roots_land,cassava_biofuel_share_cropland,potatoes_biofuel_share_cropland,yams_biofuel_share_cropland,roots_biofuel_share_cropland,palm_biofuels,soybean_biofuels,sunflower_biofuels,rapeseed_biofuels,palm_land,soybeans_land,sunflower_land,rapeseed_land,oilcrops_land,palm_biofuel_share_cropland,soybean_biofuel_share_cropland,sunflower_biofuel_share_cropland,rapeseed_biofuel_share_cropland,oilcrops_biofuel_share_cropland,cereal_other_yield,cereal_main_land,cereal_other_land,cereal_main_production,cereal_other_production,sugarcane_biofuels,sugarbeet_biofuels,sugarcrops_biofuels,roots_biofuels,oilcrops_biofuels
Italy,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.57429747468,0.0205542291681415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,35000.0,0.0,0.0,2550.57429747468,0.0,2550.57429747468,0.0,0.0205542291681415,0.0,0.0205542291681415,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,30000.0
Italy,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.3365683943014,0.0133631578089744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,1644.3365683943014,0.0,1644.3365683943014,0.0,0.0133631578089744,0.0,0.0133631578089744,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,28000.0
Italy,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6997.72419887519,0.0572036638508558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,111000.0,0.0,0.0,6997.72419887519,0.0,6997.72419887519,0.0,0.0572036638508558,0.0,0.0572036638508558,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112000.0,60000.0
Italy,1974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8407.96466236915,0.0684241915882906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,132000.0,0.0,0.0,8407.96466236915,0.0,8407.96466236915,0.0,0.0684241915882906,0.0,0.0684241915882906,54000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135000.0,54000.0
Italy,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5606.383093131895,0.0455322268588637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,91000.0,0.0,0.0,5606.383093131895,0.0,5606.383093131895,0.0,0.0455322268588637,0.0,0.0455322268588637,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0,51000.0
Italy,1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6117.406636567538,0.0495216274311303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,103000.0,0.0,0.0,6117.406636567538,0.0,6117.406636567538,0.0,0.0495216274311303,0.0,0.0495216274311303,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104000.0,53000.0
Italy,1977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3190.868188948563,0.0258684085038391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,53000.0,0.0,0.0,3190.868188948563,0.0,3190.868188948563,0.0,0.0258684085038391,0.0,0.0258684085038391,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,47000.0
Italy,1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2971.984682825218,0.0239251705266882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,49000.0,0.0,0.0,2971.984682825218,0.0,2971.984682825218,0.0,0.0239251705266882,0.0,0.0239251705266882,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,59000.0
Italy,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.901654317897,0.0341226229657552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,0.0,0.0,4246.901654317897,0.0,4246.901654317897,0.0,0.0341226229657552,0.0,0.0341226229657552,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,63000.0
Italy,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3752.8421639631865,0.0301772448051076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0,0.0,0.0,3752.8421639631865,0.0,3752.8421639631865,0.0,0.0301772448051076,0.0,0.0301772448051076,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68000.0,60000.0
Italy,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516.5865816288683,0.0283047857503933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,0.0,0.0,3516.5865816288683,0.0,3516.5865816288683,0.0,0.0283047857503933,0.0,0.0283047857503933,57000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0,57000.0
Italy,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4156.156029474523,0.0334768910952438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,72000.0,0.0,0.0,4156.156029474523,0.0,4156.156029474523,0.0,0.0334768910952438,0.0,0.0334768910952438,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73000.0,48000.0
Italy,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4575.612041786038,0.037297131087268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,78000.0,0.0,0.0,4575.612041786038,0.0,4575.612041786038,0.0,0.037297131087268,0.0,0.037297131087268,38000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,38000.0
Italy,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4303.194293681262,0.0351798094643661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,76000.0,0.0,0.0,4303.194293681262,0.0,4303.194293681262,0.0,0.0351798094643661,0.0,0.0351798094643661,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78000.0,34000.0
Italy,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6249.606113557807,0.0515899464549926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,109000.0,0.0,0.0,6249.606113557807,0.0,6249.606113557807,0.0,0.0515899464549926,0.0,0.0515899464549926,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113000.0,26000.0
Italy,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4921.388710513562,0.0406793578319851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,94000.0,0.0,0.0,4921.388710513562,0.0,4921.388710513562,0.0,0.0406793578319851,0.0,0.0406793578319851,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97000.0,17000.0
Italy,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5115.962040738329,0.0423857667004004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,96000.0,0.0,0.0,5115.962040738329,0.0,5115.962040738329,0.0,0.0423857667004004,0.0,0.0423857667004004,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98000.0,14000.0
Italy,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6405.072209250669,0.0534602471350527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,118000.0,0.0,0.0,6405.072209250669,0.0,6405.072209250669,0.0,0.0534602471350527,0.0,0.0534602471350527,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,9000.0
Italy,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5832.885498332976,0.0487414180524189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,115000.0,0.0,0.0,5832.885498332976,0.0,5832.885498332976,0.0,0.0487414180524189,0.0,0.0487414180524189,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117000.0,9000.0
Italy,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5792.594044208542,0.0483845142349527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,111000.0,0.0,0.0,5792.594044208542,0.0,5792.594044208542,0.0,0.0483845142349527,0.0,0.0483845142349527,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113000.0,8000.0
Italy,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7245.906378093305,0.0611468892666101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,145000.0,0.0,0.0,7245.906378093305,0.0,7245.906378093305,0.0,0.0611468892666101,0.0,0.0611468892666101,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147000.0,10000.0
Italy,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6884.621193022273,0.0592021772553295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,156000.0,0.0,0.0,6884.621193022273,0.0,6884.621193022273,0.0,0.0592021772553295,0.0,0.0592021772553295,53000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157000.0,53000.0
Italy,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7614.654192166799,0.0669126027431177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,171000.0,0.0,0.0,7614.654192166799,0.0,7614.654192166799,0.0,0.0669126027431177,0.0,0.0669126027431177,62000.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173000.0,85000.0
Italy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9111.325525933738,0.0817672577037937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,213000.0,0.0,0.0,9111.325525933738,0.0,9111.325525933738,0.0,0.0817672577037937,0.0,0.0817672577037937,93000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215000.0,143000.0
Italy,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7600.057001458027,0.0695466416678077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,177000.0,0.0,0.0,7600.057001458027,0.0,7600.057001458027,0.0,0.0695466416678077,0.0,0.0695466416678077,95000.0,0.0,44000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178000.0,139000.0
Italy,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7433.223525185694,0.0675379204541676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,167000.0,0.0,0.0,7433.223525185694,0.0,7433.223525185694,0.0,0.0675379204541676,0.0,0.0675379204541676,110000.0,0.0,29000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0,139000.0
Italy,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6154.288850744906,0.0560806346887635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,137000.0,0.0,0.0,6154.288850744906,0.0,6154.288850744906,0.0,0.0560806346887635,0.0,0.0560806346887635,120000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138000.0,135000.0
Italy,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4313.567824177043,0.0387318651717432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,105000.0,0.0,0.0,4313.567824177043,0.0,4313.567824177043,0.0,0.0387318651717432,0.0,0.0387318651717432,126000.0,1000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106000.0,137000.0
Italy,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4672.452892016723,0.0409074846087963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,113000.0,0.0,0.0,4672.452892016723,0.0,4672.452892016723,0.0,0.0409074846087963,0.0,0.0409074846087963,125000.0,2000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114000.0,152000.0
