DATAFLOW,LAST UPDATE,freq,unit,rskpovth,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2005,21.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2006,22.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2007,21.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2008,22.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2009,20.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2010,21.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2011,21.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2012,23.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2013,24.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2014,23.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2015,24.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2016,25.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2017,25.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2018,25.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2019,26.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2020,24.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2021,25.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2022,23.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2023,22.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2024,22.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,M,IT,2025,21.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2004,22.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2005,21.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2006,21.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2007,21.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2008,21.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2009,20.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2010,21.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2011,21.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2012,22.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2013,23.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2014,23.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2015,23.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2016,24.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2017,24.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2018,25.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2019,26.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2020,23.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2021,25.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2022,23.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2023,22.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2024,22.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,TOTAL,T,IT,2025,21.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2004,38.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2005,38.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2006,37.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2007,37.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2008,37.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2009,36.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2010,39.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2011,34.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2012,43.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2013,38.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2014,41.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2015,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2016,42.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2017,43.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2018,45.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2019,46.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2020,43.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2021,44.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2022,40.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2023,42.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2024,39.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,F,IT,2025,38.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2004,39.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2005,37.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2006,40.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2007,40.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2008,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2009,36.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2010,38.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2011,39.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2012,41.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2013,42.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2014,42.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2015,43.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2016,47.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2017,44.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2018,42.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2019,43.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2020,42.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2021,44.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2022,41.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2023,41.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2024,43.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,M,IT,2025,44.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2004,38.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2005,37.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2006,39.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2007,38.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2008,38.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2009,36.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2010,38.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2011,37.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2012,42.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2013,40.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2014,41.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2015,41.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2016,44.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2017,44.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2018,43.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2019,44.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2020,42.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2021,44.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2022,40.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2023,42.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2024,41.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y12-17,T,IT,2025,41.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2004,41.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2005,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2006,42.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2007,39.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2008,37.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2009,36.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2010,37.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2011,37.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2012,39.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2013,37.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2014,36.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2015,35.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2016,41.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2017,41.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2018,44.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2019,46.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2020,44.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2021,47.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2022,43.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2023,44.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2024,40.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,F,IT,2025,41.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2004,37.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2005,37.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2006,38.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2007,42.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2008,41.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2009,37.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2010,36.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2011,39.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2012,41.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2013,47.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2014,41.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2015,42.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2016,45.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2017,45.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2018,43.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2019,43.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2020,36.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2021,43.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2022,41.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2023,34.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2024,39.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,M,IT,2025,41.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2004,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2005,38.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2006,40.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2007,41.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2008,39.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2009,36.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2010,37.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2011,38.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2012,40.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2013,42.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2014,39.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2015,39.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2016,43.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2017,43.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2018,43.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2019,45.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2020,40.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2021,45.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2022,42.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2023,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2024,39.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-19,T,IT,2025,41.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2004,40.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2005,37.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2006,39.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2007,38.6,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2008,37.8,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2009,35.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2010,36.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2011,35.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2012,39.7,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2013,39.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2014,37.3,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2015,36.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2016,40.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2017,41.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2018,41.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2019,44.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2020,41.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2021,44.9,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2022,41.1,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2023,45.4,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2024,42.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,F,IT,2025,42.5,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,M,IT,2004,39.2,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,M,IT,2005,38.0,,
ESTAT:ILC_LVHO05A(1.0),08/06/26 23:00:00,A,PC,A_60,Y15-24,M,IT,2006,38.9,,
