denominazione,codice_fiscale,p_iva,url_sito_venditore,telefono,nome_offerta,cod_offerta,url_offerta,modalita_attivazione,modalita_pagamento,data_inizio,data_fine,tipo_cliente,tipo_offerta,p_fix_f,p_fix_v,p_vol_f1,p_vol_f2,p_vol_f3,p_vol_bf1,p_vol_bf23,p_vol_mono,alpha,regione,provincia,comune
AGESP ENERGIA SRL,02727450120,02727450120,https://agespenergia.it,800003858,AGESP ENERGIA SRL PLACET Fissa Energia Elettrica Domest,000446ESFFP24XXPLACETDOMESTFIXEE,https://agespenergia.it/offerte-energia-elettrica/offerta-placet-energia-elettrica/,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,15/07/2026,06/08/2026,domestico,prezzo fisso,200.000000,,,,,0.990000,0.990000,0.990000,,,,
AGESP ENERGIA SRL,02727450120,02727450120,https://agespenergia.it,800003858,AGESP ENERGIA SRL PLACET Variabile Energia Elettrica Do,000446ESVFP24XXPLACETXDOMXVARXEE,https://agespenergia.it/offerte-energia-elettrica/offerta-placet-energia-elettrica/,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,15/07/2026,06/08/2026,domestico,prezzo variabile,,200.000000,,,,,,,0.990000,,,
AGESP ENERGIA SRL,02727450120,02727450120,https://agespenergia.it,800003858,AGESP ENERGIA SRL PLACET Variabile Energia Elettrica Al,000446ESVFP24XXPLACETXIMPRESAVAR,https://agespenergia.it/offerte-energia-elettrica/offerta-placet-energia-elettrica/,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,15/07/2026,06/08/2026,non domestico,prezzo variabile,,300.000000,,,,,,,0.990000,,,
AGF ENERGY S.P.A.,08150620725,08150620725,https://agfenergy.it/,,AGF_PLACET_DOM_VAR,027580ESVFP04XXAGFENERGYPLACETDR,www.agfenergy.it/placet/,Agenzia,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato;Altro,01/02/2026,31/01/2027,domestico,prezzo variabile,,180.000000,,,,,,,0.070000,,,
AGF ENERGY S.P.A.,08150620725,08150620725,https://agfenergy.it/,,AGF_PLACET_ALTRIUSI_VAR,027580ESVFP04XXAGFENERGYPLACETBS,www.agfenergy.it/placet/,Agenzia,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato;Altro,01/02/2026,31/01/2027,non domestico,prezzo variabile,,180.000000,,,,,,,0.070000,,,
AGF ENERGY S.P.A.,08150620725,08150620725,https://agfenergy.it/,,AGF_PLACET_EE_DOM_FIX,027580ESFMP04XXAGFENERGYPLACETDR,www.agfenergy.it/placet/,Agenzia,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato;Altro,01/02/2026,31/01/2027,domestico,prezzo fisso,180.000000,,,,,0.605000,0.605000,0.605000,,,,
AGF ENERGY S.P.A.,08150620725,08150620725,https://agfenergy.it/,,AGF_PLACET_EE_ALTRIUSI_FIX,027580ESFMP04XXAGFENERGYPLACETBS,www.agfenergy.it/placet/,Agenzia,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato;Altro,01/02/2026,31/01/2027,non domestico,prezzo fisso,180.000000,,0.605000,0.605000,0.605000,,,0.605000,,,,
AGROENERGIA S.R.L.,11815230963,11815230963,https://www.agro-energia.it/,,AURICA PLACET FISSO ENERGIA ALTRI USI,036983ESFFP01XXAURIC000010000012,https://auricaenergia.it/offerte-placet/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato,01/04/2026,30/09/2026,non domestico,prezzo fisso,238.200000,,0.500000,0.510000,0.510000,,,0.500000,,,,
AGROENERGIA S.R.L.,11815230963,11815230963,https://www.agro-energia.it/,,AURICA PLACET VARIABILE ENERGIA DOMESTICI,036983ESVFP01XXAURIC000010000011,https://auricaenergia.it/offerte-placet/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato,01/04/2026,30/09/2026,domestico,prezzo variabile,,118.000000,,,,,,,0.500000,,,
AGROENERGIA S.R.L.,11815230963,11815230963,https://www.agro-energia.it/,,AURICA PLACET FISSA ENERGIA DOMESTICI,036983ESFFP01XXAURIC000010000010,https://auricaenergia.it/offerte-placet/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato,01/04/2026,30/09/2026,domestico,prezzo fisso,118.000000,,,,,0.500000,0.510000,0.510000,,,,
AGROENERGIA S.R.L.,11815230963,11815230963,https://www.agro-energia.it/,,AURICA PLACET VARIABILE ENERGIA ALTRI USI,036983ESVFP01XXAURIC000010000013,https://auricaenergia.it/offerte-placet/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Domiciliazione su carta di credito;Bollettino precompilato,01/04/2026,30/09/2026,non domestico,prezzo variabile,,238.200000,,,,,,,0.500000,,,
AJO' ENERGIA S.R.L.,03839870924,03839870924,www.ajoenergia.it,,AJO PLACET AZIENDA VAR LUCE,030205ESVFP06XXPLACAZIENDVAR0626,https://ajoenergia.it/placet-var-azienda/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato,22/06/2026,26/07/2026,non domestico,prezzo variabile,,300.000000,,,,,,,0.069000,,,
AJO' ENERGIA S.R.L.,03839870924,03839870924,www.ajoenergia.it,,AJO PLACET CASA VAR LUCE,030205ESVFP06XXPLACETCASAVAR0626,https://ajoenergia.it/placet-var/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato,22/06/2026,26/07/2026,domestico,prezzo variabile,,300.000000,,,,,,,0.069000,,,
AJO' ENERGIA S.R.L.,03839870924,03839870924,www.ajoenergia.it,,AJO PLACET CASA FIX LUCE,030205ESFFP06XXPLACETCASAFIX0626,https://ajoenergia.it/placet-fix/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato,22/06/2026,26/07/2026,domestico,prezzo fisso,180.000000,,,,,0.650000,0.650000,0.650000,,,,
AJO' ENERGIA S.R.L.,03839870924,03839870924,www.ajoenergia.it,,AJO PLACET AZIENDA FIX LUCE,030205ESFFP06XXPLACAZIENDFIX0626,https://ajoenergia.it/placet-fix-azienda/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato,22/06/2026,26/07/2026,non domestico,prezzo fisso,360.000000,,0.650000,0.650000,0.650000,,,0.650000,,,,
ALLEANZA LUCE&GAS S.p.A. - in breve ALG S.p.A.,03386091205,03386091205,https://www.accendilucegas.it,800208468,ALG PLACET Fissa Luce domestico,023912ESFFP01XXY2607ALGPLACETFXM,https://www.accendilucegas.it/offerta-placet/luce-prezzo-fisso/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato;Altro,01/07/2026,31/07/2026,domestico,prezzo fisso,180.000000,,,,,0.234300,0.226600,0.231000,,,,
ALLEANZA LUCE&GAS S.p.A. - in breve ALG S.p.A.,03386091205,03386091205,https://www.accendilucegas.it,800208468,ALG PLACET Variabile Luce domestico,023912ESVFP01XXY2607ALGPLACETVRM,https://www.accendilucegas.it/offerta-placet/luce-prezzo-variabile/,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato;Altro,01/07/2026,31/07/2026,domestico,prezzo variabile,,180.000000,,,,,,,0.110000,,,
ALPERIA SMART SERVICES SRL,01745520211,01745520211,https://www.alperia.eu,800110055,ALPERIA SMART SERVICES PLACET FISSA LUCE DOMESTICI,000368ESFFP01XX3475070X260401XVE,https://www.alperia.eu/offerta/alperia-placet-luce-fissa?partner=PO,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,11/07/2026,10/08/2026,domestico,prezzo fisso,180.000000,,,,,0.187000,0.176000,0.187000,,,,
ALPERIA SMART SERVICES SRL,01745520211,01745520211,https://www.alperia.eu,800110055,ALPERIA SMART SERVICES PLACET VARIABILE LUCE DOMESTICI,000368ESVFP01XX3575085X260408XVE,https://www.alperia.eu/offerta/alperia-placet-luce-variabile?partner=PO,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,11/07/2026,10/08/2026,domestico,prezzo variabile,,180.000000,,,,,,,0.050600,,,
