denominazione,codice_fiscale,p_iva,url_sito_venditore,telefono,nome_offerta,cod_offerta,url_offerta,modalita_attivazione,modalita_pagamento,data_inizio,data_fine,tipo_cliente,tipo_offerta,p_fix_f,p_fix_v,p_vol,alpha,regione,provincia,comune
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet gas altri usi Fix 2026 v01,043873GSFMP01XXECPLACET2026AUSF1,www.campidonicoenergy.it,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale,27/02/2026,31/12/2026,non domestico,prezzo fisso,180.000000,0.000000,1.050000,0.000000,01,,
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet Domestico Variabile 26 01,043873GSVMP01XXECPLACET2026DOMV1,http://www.campidonicoenergy.it/,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Bollettino precompilato,27/02/2026,31/12/2026,domestico,prezzo variabile,0.000000,145.000000,0.000000,0.160000,01,,
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet gas domestico Fix 2026 v01,043873GSFMP01XXECPLACET2026DOMF1,www.campidonicoenergy.it,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale,27/02/2026,31/12/2026,domestico,prezzo fisso,120.000000,0.000000,1.050000,0.000000,01,,
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet gas condominio Var 2026 v01,043873GSVMP01XXECPLACET2026CONV1,www.campidonicoenergy.it,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale,27/02/2026,31/12/2026,condominio,prezzo variabile,0.000000,180.000000,0.000000,0.240000,01,,
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet Gas Condominio Fix 26 v01,043873GSFMP01XXECPLACET2026CONF1,www.campidonicoenergy.it,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale,27/02/2026,31/12/2026,condominio,prezzo fisso,180.000000,0.000000,1.050000,0.000000,01,,
CAMPIDONICO ENERGY S.R.L.,13252590016,13252590016,http://www.campidonicoenergy.it/,,Placet gas altri usi Var 2026 v01,043873GSVMP01XXECPLACET2026AUSF1,www.campidonicoenergy.it,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale,27/02/2026,31/12/2026,non domestico,prezzo variabile,0.000000,160.000000,0.000000,0.240000,01,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,CONDOMINIO PLACET VARIABILE,035426GSVMP01XXCONPLACET01311226,https://ch4alps.it/offerte/15-placet/34-uso-condominiale,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,condominio,prezzo variabile,,150.000000,,0.300000,03;08;05;06;04,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,ALTRI USI PLACET VARIABILE,035426GSVMP01XXALUPLACET01311226,https://ch4alps.it/offerte/15-placet/20-altri-usi,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,non domestico,prezzo variabile,,150.000000,,0.300000,03;08;05;06;04,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,DOMESTICO PLACET FISSO,035426GSFMP01XXDOMPLACET01311226,https://ch4alps.it/offerte/15-placet/33-uso-domestico,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,domestico,prezzo fisso,150.000000,,1.850000,,03;08;05;06;04,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,DOMESTICO PLACET VARIABILE,035426GSVMP01XXDOMPLACET01311226,https://ch4alps.it/offerte/15-placet/33-uso-domestico,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,domestico,prezzo variabile,,150.000000,,0.300000,03;08;05;06;04,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,CONDOMINIO PLACET FISSO,035426GSFMP01XXCONPLACET01311226,https://ch4alps.it/offerte/15-placet/34-uso-condominiale,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,condominio,prezzo fisso,150.000000,,1.850000,,03;08;05;06;04,,
CH 4 ALPS S.R.L.,02581190226,02581190226,https://ch4alps.it,,ALTRI USI PLACET FISSO,035426GSFMP01XXALUPLACET01311226,https://ch4alps.it/offerte/15-placet/20-altri-usi,Offerta attivabile presso punto vendita,Domiciliazione bancaria,10/03/2026,31/12/2026,non domestico,prezzo fisso,150.000000,,1.850000,,03;08;05;06;04,,
COGESER ENERGIA S.R.L.,05941460965,05941460965,www.cogeserenergia.it,029500161,PLACET FISSA GAS DOMESTICO 04-2026,000971GSFMP01XXPROD1020104202600,https://www.cogeserenergia.it/it/offerte-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione su carta di credito;Bollettino precompilato,20/04/2026,31/12/2026,domestico,prezzo fisso,144.000000,,1.000000,,03;01;08;05;07,,
COGESER ENERGIA S.R.L.,05941460965,05941460965,www.cogeserenergia.it,029500161,000971GSVMP01XXPROD8701042026001,000971GSVMP01XXPROD8701042026001,https://www.cogeserenergia.it/it/offerte-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Bollettino precompilato,20/04/2026,31/12/2026,domestico,prezzo variabile,,168.000000,,0.034680,03;01;08;05;07,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET FISSO GAS CONDOMINI USO DOMESTICO,000852GSFMP01XXPLACETFISSAGASCON,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,condominio,prezzo fisso,120.000000,,3.500000,,,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET FISSO GAS ALTRI USI,000852GSFMP01XXPLACETFISSAGASAUS,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,non domestico,prezzo fisso,120.000000,,3.500000,,,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET VARIABILE GAS ALTRI USI,000852GSVMP01XXPLACETVARIAGASAUS,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,non domestico,prezzo variabile,,120.000000,,0.350000,,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET VARIABILE GAS CONDOMINI USO DOMESTICO,000852GSVMP01XXPLACETVARIAGASCON,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,condominio,prezzo variabile,,120.000000,,0.350000,,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET VARIABILE GAS DOMESTICI,000852GSVMP01XXPLACETVARIAGASDOM,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,domestico,prezzo variabile,,120.000000,,0.350000,,,
COIMEPA SERVIZI S.R.L.,02796290365,02796290365,www.coimepaservizi.it,800039723,COIMEPA PLACET FISSO GAS DOMESTICI,000852GSFMP01XXPLACETFISSAGASDOM,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,11/07/2024,31/12/2099,domestico,prezzo fisso,120.000000,,3.500000,,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet fissa Gas domestici,001674GSFMP01XX250800PLAGFDOM001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,domestico,prezzo fisso,180.000000,,1.090000,,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet fissa Gas usi diversi,001674GSFMP01XX250800PLAGFBUS001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,non domestico,prezzo fisso,180.000000,,1.090000,,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet variabile Gas usi diversi,001674GSVMP01XX250800PLAGVBUS001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,non domestico,prezzo variabile,,180.000000,,0.450000,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet variabile Gas condominio,001674GSVMP01XX250800PLAGVCON001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,condominio,prezzo variabile,,180.000000,,0.450000,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet fissa Gas condominio,001674GSFMP01XX250800PLAGFCON001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,condominio,prezzo fisso,180.000000,,1.090000,,,,
CONFINDUSTRIA ENERGIA ADRIATICA SOC. CONS. A R.L.,01495880419,01495880419,https://www.confindustriaenergiaadriatica.it,,CEA placet variabile Gas domestici,001674GSVMP01XX250800PLAGVDOM001,https://confindustriaenergiaadriatica.it/placet,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Altro,19/01/2026,18/01/2027,domestico,prezzo variabile,,180.000000,,0.450000,,,
Cava Energia S.r.l.,05525940655,05525940655,https://www.cavaenergia.it,0890977886,PLACET CONDOMINIO,C_PLC_07221_VAR,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,19/07/2022,31/12/2050,condominio,prezzo variabile,,90.000000,,0.900000,,,
Cava Energia S.r.l.,05525940655,05525940655,https://www.cavaenergia.it,0890977886,PLACET PER LA TUA CASA,D_PLC_07221_VAR,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,19/07/2022,31/12/2050,domestico,prezzo variabile,,80.000000,,0.900000,,,
Cava Energia S.r.l.,05525940655,05525940655,https://www.cavaenergia.it,0890977886,PLACET PER LA TUA AZIENDA,B_PLC_07221_VAR,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,19/07/2022,31/12/2050,non domestico,prezzo variabile,,90.000000,,0.900000,,,
Cogaspiù Energie S.r.l.,02499020697,02499020697,https://www.cogaspiu.it,0859062595,COGASPIU ENERGIE PLACET VARIABILE GAS CONDOMINIO,PLVARGCON1018,,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,05/10/2018,31/12/2060,condominio,prezzo variabile,,78.820000,,0.060000,13;12;16;03;14,,
Cogaspiù Energie S.r.l.,02499020697,02499020697,https://www.cogaspiu.it,0859062595,COGASPIU ENERGIE PLACET VARIABILE GAS PMI,PLVARGPMI1018,,Offerta attivabile presso punto vendita,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,05/10/2018,31/12/2060,non domestico,prezzo variabile,,78.820000,,0.090000,13;12;16;03;14,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET FISSA GAS CONDOMINIO,000938GSFMP05XXPLAFIXCON202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,condominio,prezzo fisso,240.000000,,1.500000,,03,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET VARIABILE GAS CASA,000938GSVMP05XXPLAVARDOM202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,domestico,prezzo variabile,,190.000000,,0.380000,03,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET VARIABILE GAS CONDOMINIO,000938GSVMP05XXPLAVARCON202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,condominio,prezzo variabile,,240.000000,,0.380000,03,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET FISSA GAS CASA,000938GSFMP05XXPLAFIXDOM202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,domestico,prezzo fisso,190.000000,,1.500000,,03,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET FISSA GAS ALTRI USI,000938GSFMP05XXPLAFIXAUS202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,non domestico,prezzo fisso,190.000000,,1.500000,,03,,
Colsam Energie srl,00816410146,00816410146,https://www.colsamenergie.com/,0342212174,COLSAM ENERGIE PLACET VARIABILE GAS ALTRI USI,000938GSVMP05XXPLAVARAUS202604xx,https://www.colsamenergie.com/supporto#offerte-placet-,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato;Altro,01/04/2026,31/12/2026,non domestico,prezzo variabile,,190.000000,,0.380000,03,,
Compagnia Energetica Italiana S.p.A.,07824790963,07824790963,www.compagnia-energetica.it,800122721,CASA COMFORT 365 GAS PLACET FISSA,014850GSFMP01XX00CECCCGU2601PLCT,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,01/01/2026,31/12/2026,domestico,prezzo fisso,240.000000,,1.500000,,,,
Compagnia Energetica Italiana S.p.A.,07824790963,07824790963,www.compagnia-energetica.it,800122721,CASA DINAMICA GAS PLACET VARIABILE,014850GSVMP01XX00CECCDGU2601PLCT,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,01/01/2026,31/12/2026,domestico,prezzo variabile,,240.000000,,0.290530,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Variabile AltriUsi,003865GSVMP00XXGNFPLAUSI20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,non domestico,prezzo variabile,,180.000000,,0.200000,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Fisso AltriUsi,003865GSFMP00XXGNFPLAUSI20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,non domestico,prezzo fisso,180.000000,,0.750000,,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Variabile CondDomestico,003865GSVMP00XXGNFPLCOND20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,condominio,prezzo variabile,,180.000000,,0.200000,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Variabile Domestico,003865GSVMP00XXGNFPLDOME20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,domestico,prezzo variabile,,180.000000,,0.200000,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Fisso Domestico,003865GSFMP00XXGNFPLDOME20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,domestico,prezzo fisso,180.000000,,0.750000,,,,
Convenergy Srl,07474890964,07474890964,https://www.convenergy.it,0276280615,PLACET Gas Prezzo Fisso CondDomestico,003865GSFMP00XXGNFPLCOND20260409,https://www.convenergy.it/offerte-placet,altro,Domiciliazione bancaria,09/04/2026,30/06/2026,condominio,prezzo fisso,180.000000,,0.750000,,,,
DELTA ENERGY SRL,09024090152,09024090152,www.deltagp.it,,DELTAGP - GAS - PLACET - V1_2025,041710GSVMP01XXDENER000000000047,www.deltagp.it,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,07/10/2025,31/10/2030,domestico,prezzo variabile,,144.000000,,0.190000,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET VARIABILE GAS AZIENDA,000139GSVMP01XXW75893WB000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-variabile-gas-azienda,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale,22/04/2026,27/05/2026,non domestico,prezzo variabile,,150.000000,,0.592000,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET FISSO GAS CASA CONDOMINIO,000139GSFMP01XXW76172WR000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-fisso-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,22/04/2026,13/05/2026,condominio,prezzo fisso,144.000000,,1.435000,,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET VARIABILE GAS CASA CONDOMINIO,000139GSVMP01XXW76182WR000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-variabile-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,23/04/2026,13/05/2026,condominio,prezzo variabile,,144.000000,,0.150000,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET FISSO GAS CASA,000139GSFMP01XXW76168WR000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-fisso-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,01/04/2026,13/05/2026,domestico,prezzo fisso,144.000000,,1.435000,,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET VARIABILE GAS CASA,000139GSVMP01XXW76181WR000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-variabile-gas-casa,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,01/04/2026,13/05/2026,domestico,prezzo variabile,,144.000000,,0.150000,,,
DOLOMITI ENERGIA MERCATO SPA,01812630224,01812630224,www.dolomitienergia.it,0461362330,DOLOMITI ENERGIA PLACET FISSO GAS AZIENDA,000139GSFMP01XXW76197WB000000000,https://www.dolomitienergia.it/content/dolomiti-energia-placet-fisso-gas-azienda,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale,01/04/2026,13/05/2026,non domestico,prezzo fisso,150.000000,,1.980000,,,,
E.ON Energia S.p.A.,03429130234,03429130234,www.eon-energia.com,800 999 222,E.ON PLACET FissaGasUsiDiversi,000362GSFMP01XXTP06Q1M000000C000,https://www.eon-energia.com/gas/partite-iva-e-professionisti/eon-placet-gas.html,Offerta attivabile presso punto vendita;Teleselling,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,23/04/2026,20/05/2026,non domestico,prezzo fisso,143.640000,,1.100000,,,,
E.ON Energia S.p.A.,03429130234,03429130234,www.eon-energia.com,800 999 222,E.ON PLACET Gas Variabile Domestici,000362GSVMP01XXPL06Q0D000000C000,https://www.eon-energia.com/informazioni-utili/delibera-arera-di-prima-attuazione-dl-bollette.html,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,10/04/2026,07/05/2026,domestico,prezzo variabile,,120.000000,,0.166000,,,
E.ON Energia S.p.A.,03429130234,03429130234,www.eon-energia.com,800 999 222,E.ON PLACET VariabileGasUsiDiversi,000362GSVMP01XXPL06Q1M000000B000,https://www.eon-energia.com/gas/partite-iva-e-professionisti/eon-placet-gas.html,Offerta attivabile presso punto vendita;Teleselling,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,23/04/2026,20/05/2026,non domestico,prezzo variabile,,143.640000,,0.300000,,,
E.ON Energia S.p.A.,03429130234,03429130234,www.eon-energia.com,800 999 222,E.ON PLACET Fissa Gas Domestici,000362GSFMP01XXTP06Q0D000000C000,https://www.eon-energia.com/informazioni-utili/delibera-arera-di-prima-attuazione-dl-bollette.html,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,10/04/2026,07/05/2026,domestico,prezzo fisso,120.000000,,1.022000,,,,
EASY LUCE & GAS SRL,12159010011,12159010011,https://https://www.easy-luce-gas.it/,,Placet GAS Variabile Altri Usi,029837GSVMP01XXPLACETGASVARBUS26,,Offerta attivabile presso punto vendita,Domiciliazione bancaria,28/01/2026,31/12/2026,non domestico,prezzo variabile,,250.000000,,0.600000,,,
EASY LUCE & GAS SRL,12159010011,12159010011,https://https://www.easy-luce-gas.it/,,Placet GAS Fisso Altri Usi,029837GSFMP01XXPLACETGASFBUS2026,,Offerta attivabile presso punto vendita,Domiciliazione bancaria,28/01/2026,31/12/2026,non domestico,prezzo fisso,250.000000,,1.950000,,,,
EASY LUCE & GAS SRL,12159010011,12159010011,https://https://www.easy-luce-gas.it/,,Placet GAS Variabile Domestici,029837GSVMP01XXPLACETGASVARDOM26,,Offerta attivabile presso punto vendita,Domiciliazione bancaria,28/01/2026,31/12/2026,domestico,prezzo variabile,,200.000000,,0.550000,,,
EASY LUCE & GAS SRL,12159010011,12159010011,https://https://www.easy-luce-gas.it/,,Placet GAS Fisso Domestici,029837GSFMP01XXPLACETGASFIXDOM26,,Offerta attivabile presso punto vendita,Domiciliazione bancaria,28/01/2026,31/12/2026,domestico,prezzo fisso,200.000000,,1.850000,,,,
ECOENERGIA S.R.L.,09118690966,09118690966,www.ecoenergia.com,02 80886873,ECO1PLACETFIXGASDOM,024490GSFMP01XX00000000000001063,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,24/10/2024,31/10/2030,domestico,prezzo fisso,220.000000,0.000000,2.000000,0.000000,,,
ECOENERGIA S.R.L.,09118690966,09118690966,www.ecoenergia.com,02 80886873,ECO1PLACETVARGASPMI,024490GSVMP01XX00000000000001066,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,24/10/2024,31/10/2030,non domestico,prezzo variabile,0.000000,250.000000,0.000000,0.650000,,,
ECOENERGIA S.R.L.,09118690966,09118690966,www.ecoenergia.com,02 80886873,ECO1PLACETFIXGASPMI,024490GSFMP01XX00000000000001065,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,24/10/2024,31/10/2030,non domestico,prezzo fisso,250.000000,0.000000,2.000000,0.000000,,,
ECOENERGIA S.R.L.,09118690966,09118690966,www.ecoenergia.com,02 80886873,ECO1PLACETVARGASDOM,024490GSVMP01XX00000000000001064,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,24/10/2024,31/10/2030,domestico,prezzo variabile,0.000000,220.000000,0.000000,0.550000,,,
ECOM S.P.A.,08000190721,08000190721,www.energiacomune.com,,PLACET VARIABILE GAS,028056GSVMP04XXPLACET0GAS0DOMEST,,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria,01/01/2026,31/12/2026,domestico,prezzo variabile,,336.000000,,0.450000,,,
ECOM S.P.A.,08000190721,08000190721,www.energiacomune.com,,PLACET VARIABILE GAS ALTRI USI,028056GSVMP04XXPLACET0GAS0ALTRI0,,altro,Domiciliazione bancaria,01/01/2026,31/12/2026,non domestico,prezzo variabile,,600.000000,,0.450000,,,
EGERIA ENERGIE S.P.A.,08126440968,08126440968,http://www.egeriaenergie.it/,0236561898,EGERIAPL GDOMESTICO VAR,018487GNVMP01XXEGERIAPLACDOM0124,http://www.egeriaenergie.it/,Offerta attivabile presso punto vendita,Domiciliazione bancaria,01/11/2025,31/08/2026,domestico,prezzo variabile,,180.000000,,0.496000,,,
EGERIA ENERGIE S.P.A.,08126440968,08126440968,http://www.egeriaenergie.it/,0236561898,EGERIAPL GBUSINESS VAR,018487GNVMP01XXEGERIAPLACBUS0124,http://www.egeriaenergie.it/,Offerta attivabile presso punto vendita,Domiciliazione bancaria,01/11/2025,31/08/2026,non domestico,prezzo variabile,,240.000000,,0.496000,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS CONDOMINIO VARIABILE,025333GSVMP02XXCONDFLEXxxxxxxxxx,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,condominio,prezzo variabile,,300.000000,,0.450000,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS DOMESTICO FISSO,025333GSFMP02XXDOMFIX240808xxxxx,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,domestico,prezzo fisso,300.000000,,1.800000,,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS CONDOMINIO FISSO,025333GSFMP02XXCONDFIXxxxxxxxxxx,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,condominio,prezzo fisso,300.000000,,1.800000,,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS BUSINESS VARIABILE,025333GSVMP02XXBUSFLEXPLUSxxxxxx,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,non domestico,prezzo variabile,,300.000000,,0.450000,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS DOMESTICO VARIABILE,025333GSVMP02XXDOMFLEX240808xxxx,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,domestico,prezzo variabile,,300.000000,,0.450000,,,
EGOENERGIA SRL,04267940403,04267940403,www.egoenergia.com,,PLACET GAS BUSINESS FISSO,025333GSFMP02XXBUSFIXPLUS240808x,www.egoenergia.com:8081,Agenzia,Domiciliazione bancaria,01/07/2025,30/12/2026,non domestico,prezzo fisso,300.000000,,1.800000,,,,
ELETTRAGAS SRL,11315091006,11315091006,www.elettragas.it,074222740,Elettragas Placet Fissa Gas Domestici Febbraio25,004228GSFMP20XXplacetfissadomest,http://www.elettragas.it/placet.html,Offerta attivabile da qualsiasi canale,Domiciliazione bancaria;Domiciliazione postale;Bollettino precompilato,08/02/2025,07/03/2035,domestico,prezzo fisso,150.000000,,1.500000,,,,
