source,sector,gas,year,value
,Total including LULUCF,All GHG,2001,483.46
,Total including LULUCF,All GHG,2002,492.95
,Total including LULUCF,All GHG,2003,512.66
,Total including LULUCF,All GHG,2004,524.97
,Total including LULUCF,All GHG,2005,526.43
,Total including LULUCF,All GHG,2006,515.55
,Total including LULUCF,All GHG,2007,508.76
,Total including LULUCF,All GHG,2008,494.09
,Total including LULUCF,All GHG,2009,444.74
,Total including LULUCF,All GHG,2010,454.32
,Total including LULUCF,All GHG,2011,463.69
,Total including LULUCF,All GHG,2012,445.46
,Total including LULUCF,All GHG,2013,413.82
,Total including LULUCF,All GHG,2014,393.84
,Total including LULUCF,All GHG,2015,403.78
,Total including LULUCF,All GHG,2016,392.54
,Total including LULUCF,All GHG,2017,388.31
,Total including LULUCF,All GHG,2018,384.24
,Total including LULUCF,All GHG,2019,375.18
,Total including LULUCF,All GHG,2020,338.55
,Total including LULUCF,All GHG,2021,448.13
,Total including LULUCF,All GHG,2022,450.09
,Total including LULUCF,All GHG,2023,423.48
,Total including LULUCF,CH4,1990,52.23
,Total including LULUCF,CH4,1991,51.04
,Total including LULUCF,CH4,1992,51.09
,Total including LULUCF,CH4,1993,50.69
,Total including LULUCF,CH4,1994,51.2
,Total including LULUCF,CH4,1995,51.34
,Total including LULUCF,CH4,1996,52.17
,Total including LULUCF,CH4,1997,52.7
,Total including LULUCF,CH4,1998,52.32
,Total including LULUCF,CH4,1999,52.51
,Total including LULUCF,CH4,2000,53.84
,Total including LULUCF,CH4,2001,52.23
,Total including LULUCF,CH4,2002,53.13
,Total including LULUCF,CH4,2003,52.94
,Total including LULUCF,CH4,2004,52.1
,Total including LULUCF,CH4,2005,52.23
,Total including LULUCF,CH4,2006,51.73
,Total including LULUCF,CH4,2007,51.88
,Total including LULUCF,CH4,2008,51.96
,Total including LULUCF,CH4,2009,51.56
,Total including LULUCF,CH4,2010,51.65
,Total including LULUCF,CH4,2011,49.14
,Total including LULUCF,CH4,2012,50.0
,Total including LULUCF,CH4,2013,47.71
,Total including LULUCF,CH4,2014,46.75
,Total including LULUCF,CH4,2015,47.56
,Total including LULUCF,CH4,2016,47.52
,Total including LULUCF,CH4,2017,47.72
,Total including LULUCF,CH4,2018,47.58
,Total including LULUCF,CH4,2019,47.38
,Total including LULUCF,CH4,2020,48.38
,Total including LULUCF,CH4,2021,47.98
,Total including LULUCF,CH4,2022,46.7
,Total including LULUCF,CH4,2023,45.96
,Total including LULUCF,CO2,1990,370.65
,Total including LULUCF,CO2,1991,369.46
,Total including LULUCF,CO2,1992,367.66
,Total including LULUCF,CO2,1993,362.31
,Total including LULUCF,CO2,1994,357.67
,Total including LULUCF,CO2,1995,381.8
,Total including LULUCF,CO2,1996,377.54
,Total including LULUCF,CO2,1997,380.9
,Total including LULUCF,CO2,1998,391.73
,Total including LULUCF,CO2,1999,398.4
,Total including LULUCF,CO2,2000,401.68
,Total including LULUCF,CO2,2001,401.77
,Total including LULUCF,CO2,2002,408.67
,Total including LULUCF,CO2,2003,427.4
,Total including LULUCF,CO2,2004,437.61
,Total including LULUCF,CO2,2005,439.03
,Total including LULUCF,CO2,2006,431.85
,Total including LULUCF,CO2,2007,424.57
,Total including LULUCF,CO2,2008,410.18
,Total including LULUCF,CO2,2009,362.26
,Total including LULUCF,CO2,2010,370.46
,Total including LULUCF,CO2,2011,381.66
,Total including LULUCF,CO2,2012,361.72
,Total including LULUCF,CO2,2013,331.43
,Total including LULUCF,CO2,2014,312.47
,Total including LULUCF,CO2,2015,322.84
,Total including LULUCF,CO2,2016,311.15
,Total including LULUCF,CO2,2017,307.0
,Total including LULUCF,CO2,2018,302.7
,Total including LULUCF,CO2,2019,295.02
,Total including LULUCF,CO2,2020,259.09
,Total including LULUCF,CO2,2021,368.88
,Total including LULUCF,CO2,2022,371.58
,Total including LULUCF,CO2,2023,345.05
,Total including LULUCF,F-Gas,1990,4.52
,Total including LULUCF,F-Gas,1991,4.24
,Total including LULUCF,F-Gas,1992,3.66
,Total including LULUCF,F-Gas,1993,3.61
,Total including LULUCF,F-Gas,1994,3.56
,Total including LULUCF,F-Gas,1995,4.0
,Total including LULUCF,F-Gas,1996,3.37
,Total including LULUCF,F-Gas,1997,3.94
,Total including LULUCF,F-Gas,1998,4.46
,Total including LULUCF,F-Gas,1999,4.8
,Total including LULUCF,F-Gas,2000,5.65
,Total including LULUCF,F-Gas,2001,6.84
,Total including LULUCF,F-Gas,2002,7.86
,Total including LULUCF,F-Gas,2003,9.58
,Total including LULUCF,F-Gas,2004,11.34
,Total including LULUCF,F-Gas,2005,12.43
,Total including LULUCF,F-Gas,2006,13.7
,Total including LULUCF,F-Gas,2007,14.52
,Total including LULUCF,F-Gas,2008,15.48
,Total including LULUCF,F-Gas,2009,15.61
,Total including LULUCF,F-Gas,2010,17.39
,Total including LULUCF,F-Gas,2011,18.53
,Total including LULUCF,F-Gas,2012,19.01
,Total including LULUCF,F-Gas,2013,20.15
,Total including LULUCF,F-Gas,2014,20.44
,Total including LULUCF,F-Gas,2015,19.08
,Total including LULUCF,F-Gas,2016,19.54
,Total including LULUCF,F-Gas,2017,19.31
,Total including LULUCF,F-Gas,2018,20.32
,Total including LULUCF,F-Gas,2019,19.21
,Total including LULUCF,F-Gas,2020,17.27
,Total including LULUCF,F-Gas,2021,17.94
,Total including LULUCF,F-Gas,2022,18.63
,Total including LULUCF,F-Gas,2023,19.31
,Total including LULUCF,N2O,1990,23.57
,Total including LULUCF,N2O,1991,23.58
,Total including LULUCF,N2O,1992,23.08
,Total including LULUCF,N2O,1993,22.89
,Total including LULUCF,N2O,1994,22.26
,Total including LULUCF,N2O,1995,22.91
,Total including LULUCF,N2O,1996,23.1
,Total including LULUCF,N2O,1997,22.82
,Total including LULUCF,N2O,1998,23.15
,Total including LULUCF,N2O,1999,23.38
,Total including LULUCF,N2O,2000,23.67
,Total including LULUCF,N2O,2001,22.62
,Total including LULUCF,N2O,2002,23.29
,Total including LULUCF,N2O,2003,22.74
,Total including LULUCF,N2O,2004,23.92
,Total including LULUCF,N2O,2005,22.73
,Total including LULUCF,N2O,2006,18.27
,Total including LULUCF,N2O,2007,17.79
,Total including LULUCF,N2O,2008,16.47
,Total including LULUCF,N2O,2009,15.32
,Total including LULUCF,N2O,2010,14.82
,Total including LULUCF,N2O,2011,14.36
,Total including LULUCF,N2O,2012,14.74
,Total including LULUCF,N2O,2013,14.53
,Total including LULUCF,N2O,2014,14.18
,Total including LULUCF,N2O,2015,14.3
,Total including LULUCF,N2O,2016,14.33
,Total including LULUCF,N2O,2017,14.27
,Total including LULUCF,N2O,2018,13.65
,Total including LULUCF,N2O,2019,13.57
,Total including LULUCF,N2O,2020,13.81
,Total including LULUCF,N2O,2021,13.32
,Total including LULUCF,N2O,2022,13.18
,Total including LULUCF,N2O,2023,13.17
,Transportation,All GHG,1990,98.36
,Transportation,All GHG,1991,100.3
,Transportation,All GHG,1992,105.49
,Transportation,All GHG,1993,107.44
,Transportation,All GHG,1994,107.23
,Transportation,All GHG,1995,109.58
,Transportation,All GHG,1996,111.38
,Transportation,All GHG,1997,113.01
,Transportation,All GHG,1998,116.26
,Transportation,All GHG,1999,119.09
,Transportation,All GHG,2000,119.15
,Transportation,All GHG,2001,121.29
,Transportation,All GHG,2002,123.56
,Transportation,All GHG,2003,124.6
,Transportation,All GHG,2004,126.86
,Transportation,All GHG,2005,125.69
,Transportation,All GHG,2006,126.96
,Transportation,All GHG,2007,127.4
,Transportation,All GHG,2008,120.57
,Transportation,All GHG,2009,114.46
,Transportation,All GHG,2010,111.81
,Transportation,All GHG,2011,111.75
,Transportation,All GHG,2012,104.95
,Transportation,All GHG,2013,103.1
,Transportation,All GHG,2014,107.81
,Transportation,All GHG,2015,105.4
,Transportation,All GHG,2016,104.02
,Transportation,All GHG,2017,99.85
,Transportation,All GHG,2018,102.54
,Transportation,All GHG,2019,103.29
,Transportation,All GHG,2020,82.63
,Transportation,All GHG,2021,100.46
,Transportation,All GHG,2022,106.26
,Transportation,All GHG,2023,107.26
,Transportation,CH4,1990,0.67
,Transportation,CH4,1991,0.7
,Transportation,CH4,1992,0.74
,Transportation,CH4,1993,0.78
,Transportation,CH4,1994,0.8
,Transportation,CH4,1995,0.83
,Transportation,CH4,1996,0.85
,Transportation,CH4,1997,0.85
,Transportation,CH4,1998,0.87
,Transportation,CH4,1999,0.86
,Transportation,CH4,2000,0.84
,Transportation,CH4,2001,0.83
,Transportation,CH4,2002,0.82
,Transportation,CH4,2003,0.79
,Transportation,CH4,2004,0.77
,Transportation,CH4,2005,0.73
,Transportation,CH4,2006,0.71
,Transportation,CH4,2007,0.68
,Transportation,CH4,2008,0.67
,Transportation,CH4,2009,0.67
,Transportation,CH4,2010,0.67
,Transportation,CH4,2011,0.67
,Transportation,CH4,2012,0.63
,Transportation,CH4,2013,0.64
,Transportation,CH4,2014,0.65
,Transportation,CH4,2015,0.65
,Transportation,CH4,2016,0.62
,Transportation,CH4,2017,0.61
,Transportation,CH4,2018,0.62
,Transportation,CH4,2019,0.64
,Transportation,CH4,2020,0.52
,Transportation,CH4,2021,0.61
,Transportation,CH4,2022,0.63
,Transportation,CH4,2023,0.64
,Transportation,CO2,1990,96.07
,Transportation,CO2,1991,97.93
,Transportation,CO2,1992,102.96
,Transportation,CO2,1993,104.85
,Transportation,CO2,1994,104.61
,Transportation,CO2,1995,106.89
,Transportation,CO2,1996,108.66
,Transportation,CO2,1997,110.25
,Transportation,CO2,1998,113.42
,Transportation,CO2,1999,116.26
,Transportation,CO2,2000,116.36
,Transportation,CO2,2001,118.49
,Transportation,CO2,2002,120.75
,Transportation,CO2,2003,121.81
,Transportation,CO2,2004,124.04
,Transportation,CO2,2005,122.96
,Transportation,CO2,2006,124.26
,Transportation,CO2,2007,124.74
,Transportation,CO2,2008,117.93
,Transportation,CO2,2009,111.84
,Transportation,CO2,2010,109.19
,Transportation,CO2,2011,109.15
,Transportation,CO2,2012,102.51
,Transportation,CO2,2013,100.72
,Transportation,CO2,2014,105.39
,Transportation,CO2,2015,103.01
,Transportation,CO2,2016,101.71
,Transportation,CO2,2017,97.61
,Transportation,CO2,2018,100.2
,Transportation,CO2,2019,100.92
,Transportation,CO2,2020,80.67
,Transportation,CO2,2021,98.12
,Transportation,CO2,2022,103.83
,Transportation,CO2,2023,104.78
,Transportation,N2O,1990,1.62
,Transportation,N2O,1991,1.67
,Transportation,N2O,1992,1.78
,Transportation,N2O,1993,1.82
,Transportation,N2O,1994,1.82
,Transportation,N2O,1995,1.86
,Transportation,N2O,1996,1.88
,Transportation,N2O,1997,1.9
,Transportation,N2O,1998,1.96
,Transportation,N2O,1999,1.97
,Transportation,N2O,2000,1.95
,Transportation,N2O,2001,1.97
,Transportation,N2O,2002,1.99
,Transportation,N2O,2003,2.0
,Transportation,N2O,2004,2.05
,Transportation,N2O,2005,2.0
,Transportation,N2O,2006,2.0
,Transportation,N2O,2007,1.98
,Transportation,N2O,2008,1.97
,Transportation,N2O,2009,1.95
,Transportation,N2O,2010,1.95
,Transportation,N2O,2011,1.93
,Transportation,N2O,2012,1.81
,Transportation,N2O,2013,1.74
,Transportation,N2O,2014,1.77
,Transportation,N2O,2015,1.74
,Transportation,N2O,2016,1.69
,Transportation,N2O,2017,1.63
,Transportation,N2O,2018,1.72
,Transportation,N2O,2019,1.73
,Transportation,N2O,2020,1.44
,Transportation,N2O,2021,1.73
,Transportation,N2O,2022,1.8
,Transportation,N2O,2023,1.84
,Waste,All GHG,1990,18.37
,Waste,All GHG,1991,19.07
,Waste,All GHG,1992,19.51
,Waste,All GHG,1993,20.08
,Waste,All GHG,1994,20.76
,Waste,All GHG,1995,21.41
,Waste,All GHG,1996,22.16
,Waste,All GHG,1997,22.77
,Waste,All GHG,1998,22.45
,Waste,All GHG,1999,22.47
,Waste,All GHG,2000,23.57
,Waste,All GHG,2001,24.92
,Waste,All GHG,2002,24.07
,Waste,All GHG,2003,23.86
,Waste,All GHG,2004,23.21
,Waste,All GHG,2005,23.28
,Waste,All GHG,2006,22.63
,Waste,All GHG,2007,22.24
,Waste,All GHG,2008,21.65
,Waste,All GHG,2009,21.74
,Waste,All GHG,2010,21.54
,Waste,All GHG,2011,20.87
,Waste,All GHG,2012,20.96
,Waste,All GHG,2013,19.5
,Waste,All GHG,2014,19.34
,Waste,All GHG,2015,19.56
,Waste,All GHG,2016,19.22
,Waste,All GHG,2017,19.14
,Waste,All GHG,2018,19.13
,Waste,All GHG,2019,18.9
,Waste,All GHG,2020,19.73
,Waste,All GHG,2021,19.47
,Waste,All GHG,2022,19.19
,Waste,All GHG,2023,18.96
,Waste,CH4,1990,17.25
,Waste,CH4,1991,17.94
,Waste,CH4,1992,18.38
,Waste,CH4,1993,18.98
,Waste,CH4,1994,19.67
,Waste,CH4,1995,20.32
,Waste,CH4,1996,21.04
,Waste,CH4,1997,21.66
,Waste,CH4,1998,21.32
,Waste,CH4,1999,21.32
,Waste,CH4,2000,22.43
,Waste,CH4,2001,23.79
,Waste,CH4,2002,22.94
,Waste,CH4,2003,22.73
,Waste,CH4,2004,22.05
,Waste,CH4,2005,22.11
,Waste,CH4,2006,21.47
,Waste,CH4,2007,21.07
,Waste,CH4,2008,20.47
,Waste,CH4,2009,20.57
,Waste,CH4,2010,20.36
,Waste,CH4,2011,19.7
,Waste,CH4,2012,19.8
,Waste,CH4,2013,18.34
,Waste,CH4,2014,18.21
,Waste,CH4,2015,18.44
,Waste,CH4,2016,18.11
,Waste,CH4,2017,18.02
,Waste,CH4,2018,18.01
,Waste,CH4,2019,17.79
,Waste,CH4,2020,18.62
,Waste,CH4,2021,18.36
,Waste,CH4,2022,18.09
,Waste,CH4,2023,17.86
,Waste,N2O,1990,1.12
,Waste,N2O,1991,1.14
,Waste,N2O,1992,1.12
,Waste,N2O,1993,1.1
,Waste,N2O,1994,1.1
,Waste,N2O,1995,1.09
,Waste,N2O,1996,1.11
,Waste,N2O,1997,1.11
,Waste,N2O,1998,1.13
,Waste,N2O,1999,1.15
,Waste,N2O,2000,1.15
,Waste,N2O,2001,1.13
,Waste,N2O,2002,1.14
,Waste,N2O,2003,1.14
,Waste,N2O,2004,1.16
,Waste,N2O,2005,1.17
,Waste,N2O,2006,1.16
,Waste,N2O,2007,1.17
,Waste,N2O,2008,1.18
,Waste,N2O,2009,1.18
,Waste,N2O,2010,1.18
,Waste,N2O,2011,1.17
,Waste,N2O,2012,1.16
,Waste,N2O,2013,1.16
,Waste,N2O,2014,1.13
,Waste,N2O,2015,1.12
,Waste,N2O,2016,1.11
,Waste,N2O,2017,1.12
,Waste,N2O,2018,1.13
,Waste,N2O,2019,1.11
,Waste,N2O,2020,1.11
,Waste,N2O,2021,1.11
,Waste,N2O,2022,1.1
,Waste,N2O,2023,1.1
,Agriculture,CH4,1850,10.22
,Agriculture,CH4,1851,10.28
,Agriculture,CH4,1852,10.36
,Agriculture,CH4,1853,10.42
,Agriculture,CH4,1854,10.5
,Agriculture,CH4,1855,10.56
,Agriculture,CH4,1856,10.64
,Agriculture,CH4,1857,10.7
,Agriculture,CH4,1858,10.75
,Agriculture,CH4,1859,10.84
,Agriculture,CH4,1860,10.89
,Agriculture,CH4,1861,10.92
,Agriculture,CH4,1862,10.95
,Agriculture,CH4,1863,10.98
,Agriculture,CH4,1864,11.0
,Agriculture,CH4,1865,11.0
,Agriculture,CH4,1866,11.03
,Agriculture,CH4,1867,11.06
,Agriculture,CH4,1868,11.09
,Agriculture,CH4,1869,11.12
,Agriculture,CH4,1870,11.12
,Agriculture,CH4,1871,11.2
,Agriculture,CH4,1872,11.26
,Agriculture,CH4,1873,11.34
,Agriculture,CH4,1874,11.4
,Agriculture,CH4,1875,11.48
,Agriculture,CH4,1876,11.54
,Agriculture,CH4,1877,11.62
,Agriculture,CH4,1878,11.68
,Agriculture,CH4,1879,11.76
,Agriculture,CH4,1880,11.82
,Agriculture,CH4,1881,11.9
,Agriculture,CH4,1882,11.98
,Agriculture,CH4,1883,12.07
,Agriculture,CH4,1884,12.15
,Agriculture,CH4,1885,12.24
,Agriculture,CH4,1886,12.32
,Agriculture,CH4,1887,12.4
,Agriculture,CH4,1888,12.49
,Agriculture,CH4,1889,12.57
,Agriculture,CH4,1890,12.66
,Agriculture,CH4,1891,12.74
,Agriculture,CH4,1892,12.82
,Agriculture,CH4,1893,12.91
,Agriculture,CH4,1894,12.99
,Agriculture,CH4,1895,13.08
,Agriculture,CH4,1896,13.16
,Agriculture,CH4,1897,13.24
,Agriculture,CH4,1898,13.3
,Agriculture,CH4,1899,13.38
,Agriculture,CH4,1900,13.47
,Agriculture,CH4,1901,13.55
,Agriculture,CH4,1902,13.66
,Agriculture,CH4,1903,13.75
,Agriculture,CH4,1904,13.83
,Agriculture,CH4,1905,13.92
,Agriculture,CH4,1906,14.0
,Agriculture,CH4,1907,14.11
,Agriculture,CH4,1908,14.2
,Agriculture,CH4,1909,14.28
,Agriculture,CH4,1910,14.36
,Agriculture,CH4,1911,14.53
,Agriculture,CH4,1912,14.67
,Agriculture,CH4,1913,14.84
,Agriculture,CH4,1914,14.98
,Agriculture,CH4,1915,15.15
,Agriculture,CH4,1916,15.32
,Agriculture,CH4,1917,15.46
,Agriculture,CH4,1918,15.62
,Agriculture,CH4,1919,15.76
,Agriculture,CH4,1920,15.93
,Agriculture,CH4,1921,16.04
,Agriculture,CH4,1922,16.13
,Agriculture,CH4,1923,16.24
,Agriculture,CH4,1924,16.35
,Agriculture,CH4,1925,16.46
,Agriculture,CH4,1926,16.55
,Agriculture,CH4,1927,16.66
,Agriculture,CH4,1928,16.77
,Agriculture,CH4,1929,16.88
,Agriculture,CH4,1930,16.97
,Agriculture,CH4,1931,17.11
,Agriculture,CH4,1932,17.22
,Agriculture,CH4,1933,17.33
,Agriculture,CH4,1934,17.44
,Agriculture,CH4,1935,17.58
,Agriculture,CH4,1936,17.81
,Agriculture,CH4,1937,18.06
,Agriculture,CH4,1938,18.31
,Agriculture,CH4,1939,18.54
,Agriculture,CH4,1940,18.79
,Agriculture,CH4,1941,19.07
,Agriculture,CH4,1942,19.32
,Agriculture,CH4,1943,19.6
,Agriculture,CH4,1944,19.85
,Agriculture,CH4,1945,20.13
,Agriculture,CH4,1946,20.41
,Agriculture,CH4,1947,20.66
,Agriculture,CH4,1948,20.94
,Agriculture,CH4,1949,21.22
,Agriculture,CH4,1950,21.5
,Agriculture,CH4,1951,21.84
,Agriculture,CH4,1952,22.15
,Agriculture,CH4,1953,22.46
,Agriculture,CH4,1954,22.74
,Agriculture,CH4,1955,23.02
,Agriculture,CH4,1956,23.3
,Agriculture,CH4,1957,23.55
,Agriculture,CH4,1958,23.83
,Agriculture,CH4,1959,24.11
,Agriculture,CH4,1960,24.39
,Agriculture,CH4,1961,24.67
,Agriculture,CH4,1962,24.3
,Agriculture,CH4,1963,23.55
,Agriculture,CH4,1964,22.74
,Agriculture,CH4,1965,23.86
,Agriculture,CH4,1966,24.22
,Agriculture,CH4,1967,24.64
,Agriculture,CH4,1968,24.98
,Agriculture,CH4,1969,26.35
,Agriculture,CH4,1970,25.87
,Agriculture,CH4,1971,23.97
,Agriculture,CH4,1972,23.63
,Agriculture,CH4,1973,24.0
,Agriculture,CH4,1974,23.18
,Agriculture,CH4,1975,22.65
,Agriculture,CH4,1976,23.1
,Agriculture,CH4,1977,23.63
,Agriculture,CH4,1978,23.55
,Agriculture,CH4,1979,23.77
,Agriculture,CH4,1980,23.91
,Agriculture,CH4,1981,23.83
,Agriculture,CH4,1982,24.0
,Agriculture,CH4,1983,22.46
,Agriculture,CH4,1984,24.89
,Agriculture,CH4,1985,25.14
,Agriculture,CH4,1986,24.81
,Agriculture,CH4,1987,24.61
,Agriculture,CH4,1988,24.7
,Agriculture,CH4,1989,24.64
,Agriculture,CH4,1990,24.64
,Agriculture,CH4,1991,24.84
,Agriculture,CH4,1992,24.11
,Agriculture,CH4,1993,23.97
,Agriculture,CH4,1994,23.97
,Agriculture,CH4,1995,24.11
,Agriculture,CH4,1996,24.28
,Agriculture,CH4,1997,24.14
,Agriculture,CH4,1998,23.94
,Agriculture,CH4,1999,24.19
,Agriculture,CH4,2000,23.49
,Agriculture,CH4,2001,23.24
,Agriculture,CH4,2002,22.71
,Agriculture,CH4,2003,22.85
,Agriculture,CH4,2004,21.95
,Agriculture,CH4,2005,21.84
,Agriculture,CH4,2006,21.39
,Agriculture,CH4,2007,22.04
,Agriculture,CH4,2008,21.84
,Agriculture,CH4,2009,21.95
,Agriculture,CH4,2010,21.48
,Agriculture,CH4,2011,21.73
,Agriculture,CH4,2012,21.53
,Agriculture,CH4,2013,21.59
,Agriculture,CH4,2014,21.2
,Agriculture,CH4,2015,21.25
,Agriculture,CH4,2016,21.48
,Agriculture,CH4,2017,21.5
,Agriculture,CH4,2018,21.31
,Agriculture,CH4,2019,21.2
,Agriculture,CH4,2020,21.36
,Agriculture,CH4,2021,21.17
,Agriculture,CH4,2022,20.83
,Agriculture,CH4,2023,20.8
,Agriculture,CH4,2024,20.69
,Agriculture,CO2,1850,0.0
,Agriculture,CO2,1851,0.0
,Agriculture,CO2,1852,0.0
,Agriculture,CO2,1853,0.0
,Agriculture,CO2,1854,0.0
,Agriculture,CO2,1855,0.0
,Agriculture,CO2,1856,0.0
,Agriculture,CO2,1857,0.0
,Agriculture,CO2,1858,0.0
,Agriculture,CO2,1859,0.0
,Agriculture,CO2,1860,0.0
,Agriculture,CO2,1861,0.0
,Agriculture,CO2,1862,0.0
,Agriculture,CO2,1863,0.0
,Agriculture,CO2,1864,0.0
,Agriculture,CO2,1865,0.0
,Agriculture,CO2,1866,0.0
,Agriculture,CO2,1867,0.0
,Agriculture,CO2,1868,0.0
,Agriculture,CO2,1869,0.0
,Agriculture,CO2,1870,0.0
,Agriculture,CO2,1871,0.0
,Agriculture,CO2,1872,0.0
,Agriculture,CO2,1873,0.0
,Agriculture,CO2,1874,0.0
,Agriculture,CO2,1875,0.0
,Agriculture,CO2,1876,0.0
,Agriculture,CO2,1877,0.0
,Agriculture,CO2,1878,0.0
,Agriculture,CO2,1879,0.0
,Agriculture,CO2,1880,0.0
,Agriculture,CO2,1881,0.0
,Agriculture,CO2,1882,0.0
,Agriculture,CO2,1883,0.0
,Agriculture,CO2,1884,0.0
,Agriculture,CO2,1885,0.0
,Agriculture,CO2,1886,0.0
,Agriculture,CO2,1887,0.0
,Agriculture,CO2,1888,0.0
,Agriculture,CO2,1889,0.0
,Agriculture,CO2,1890,0.0
,Agriculture,CO2,1891,0.0
,Agriculture,CO2,1892,0.0
,Agriculture,CO2,1893,0.0
,Agriculture,CO2,1894,0.0
,Agriculture,CO2,1895,0.0
,Agriculture,CO2,1896,0.0
,Agriculture,CO2,1897,0.0
,Agriculture,CO2,1898,0.0
,Agriculture,CO2,1899,0.0
,Agriculture,CO2,1900,0.0
,Agriculture,CO2,1901,0.0
,Agriculture,CO2,1902,0.0
,Agriculture,CO2,1903,0.0
,Agriculture,CO2,1904,0.0
,Agriculture,CO2,1905,0.0
,Agriculture,CO2,1906,0.0
,Agriculture,CO2,1907,0.0
,Agriculture,CO2,1908,0.0
,Agriculture,CO2,1909,0.0
,Agriculture,CO2,1910,0.0
,Agriculture,CO2,1911,0.0
,Agriculture,CO2,1912,0.0
,Agriculture,CO2,1913,0.0
,Agriculture,CO2,1914,0.0
,Agriculture,CO2,1915,0.0
,Agriculture,CO2,1916,0.0
,Agriculture,CO2,1917,0.0
,Agriculture,CO2,1918,0.0
,Agriculture,CO2,1919,0.0
,Agriculture,CO2,1920,0.0
,Agriculture,CO2,1921,0.0
,Agriculture,CO2,1922,0.0
,Agriculture,CO2,1923,0.0
,Agriculture,CO2,1924,0.0
,Agriculture,CO2,1925,0.0
,Agriculture,CO2,1926,0.0
,Agriculture,CO2,1927,0.0
,Agriculture,CO2,1928,0.0
,Agriculture,CO2,1929,0.0
,Agriculture,CO2,1930,0.0
,Agriculture,CO2,1931,0.0
,Agriculture,CO2,1932,0.0
,Agriculture,CO2,1933,0.0
,Agriculture,CO2,1934,0.0
,Agriculture,CO2,1935,0.0
,Agriculture,CO2,1936,0.0
,Agriculture,CO2,1937,0.0
,Agriculture,CO2,1938,0.0
,Agriculture,CO2,1939,0.0
,Agriculture,CO2,1940,0.0
,Agriculture,CO2,1941,0.0
,Agriculture,CO2,1942,0.0
,Agriculture,CO2,1943,0.0
,Agriculture,CO2,1944,0.0
,Agriculture,CO2,1945,0.0
,Agriculture,CO2,1946,0.0
,Agriculture,CO2,1947,0.0
,Agriculture,CO2,1948,0.0
,Agriculture,CO2,1949,0.0
,Agriculture,CO2,1950,0.0
,Agriculture,CO2,1951,0.0
,Agriculture,CO2,1952,0.0
,Agriculture,CO2,1953,0.0
,Agriculture,CO2,1954,0.0
,Agriculture,CO2,1955,0.0
,Agriculture,CO2,1956,0.0
,Agriculture,CO2,1957,0.0
,Agriculture,CO2,1958,0.0
,Agriculture,CO2,1959,0.0
,Agriculture,CO2,1960,0.0
,Agriculture,CO2,1961,0.0
,Agriculture,CO2,1962,0.0
,Agriculture,CO2,1963,0.0
,Agriculture,CO2,1964,0.0
,Agriculture,CO2,1965,0.0
,Agriculture,CO2,1966,0.0
,Agriculture,CO2,1967,0.0
,Agriculture,CO2,1968,0.0
,Agriculture,CO2,1969,0.0
,Agriculture,CO2,1970,0.53
,Agriculture,CO2,1971,0.53
,Agriculture,CO2,1972,0.53
,Agriculture,CO2,1973,0.53
,Agriculture,CO2,1974,0.54
,Agriculture,CO2,1975,0.51
,Agriculture,CO2,1976,0.51
,Agriculture,CO2,1977,0.61
,Agriculture,CO2,1978,0.78
,Agriculture,CO2,1979,0.78
,Agriculture,CO2,1980,0.7
,Agriculture,CO2,1981,0.64
,Agriculture,CO2,1982,0.66
,Agriculture,CO2,1983,0.66
,Agriculture,CO2,1984,0.62
,Agriculture,CO2,1985,0.67
,Agriculture,CO2,1986,0.71
,Agriculture,CO2,1987,0.66
,Agriculture,CO2,1988,0.56
,Agriculture,CO2,1989,0.5
,Agriculture,CO2,1990,0.51
,Agriculture,CO2,1991,0.58
,Agriculture,CO2,1992,0.6
,Agriculture,CO2,1993,0.68
,Agriculture,CO2,1994,0.65
,Agriculture,CO2,1995,0.57
,Agriculture,CO2,1996,0.49
,Agriculture,CO2,1997,0.58
,Agriculture,CO2,1998,0.57
,Agriculture,CO2,1999,0.6
,Agriculture,CO2,2000,0.57
,Agriculture,CO2,2001,0.59
,Agriculture,CO2,2002,0.61
,Agriculture,CO2,2003,0.62
,Agriculture,CO2,2004,0.63
,Agriculture,CO2,2005,0.56
,Agriculture,CO2,2006,0.59
,Agriculture,CO2,2007,0.59
,Agriculture,CO2,2008,0.55
,Agriculture,CO2,2009,0.42
,Agriculture,CO2,2010,0.38
,Agriculture,CO2,2011,0.4
,Agriculture,CO2,2012,0.59
,Agriculture,CO2,2013,0.48
,Agriculture,CO2,2014,0.44
,Agriculture,CO2,2015,0.46
,Agriculture,CO2,2016,0.59
,Agriculture,CO2,2017,0.46
,Agriculture,CO2,2018,0.44
,Agriculture,CO2,2019,0.43
,Agriculture,CO2,2020,0.5
,Agriculture,CO2,2021,0.46
,Agriculture,CO2,2022,0.24
,Agriculture,CO2,2023,0.44
,Agriculture,CO2,2024,0.34
,Agriculture,KYOTOGHG,1850,11.0
,Agriculture,KYOTOGHG,1851,11.1
,Agriculture,KYOTOGHG,1852,11.2
,Agriculture,KYOTOGHG,1853,11.2
,Agriculture,KYOTOGHG,1854,11.3
,Agriculture,KYOTOGHG,1855,11.4
,Agriculture,KYOTOGHG,1856,11.5
,Agriculture,KYOTOGHG,1857,11.6
,Agriculture,KYOTOGHG,1858,11.6
,Agriculture,KYOTOGHG,1859,11.7
