Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,7.0,,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,1.98,,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,7.55,,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,5.21,,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,17.08,4.59,36.75
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,45.1,-4.04,-8.22
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,108.91,-20.23,-15.67
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,52.77,10.9,26.03
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,20.01,-4.74,-19.15
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,5.66,0.07,1.25
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,21.59,2.73,14.48
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,14.9,1.49,11.11
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,286.02,-9.23,-3.13
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,42.14,-0.96,-2.23
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,6.36,1.4,28.23
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,107.75,-16.66,-13.39
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,65.9,-12.92,-16.39
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,5.15,1.25,32.05
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,6.36,1.4,28.23
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.21,0.15,14.15
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,398.96,-39.21,-8.95
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,3.69,0.99,36.67
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,41.85,-3.74,-8.2
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,52.73,-9.8,-15.67
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.25,0.26,26.26
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,13.17,-3.12,-19.15
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.21,0.0,0.0
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.03,0.13,14.44
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.18,0.02,12.5
Italy,ITA,2013,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,114.11,-15.26,-11.8
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,48.6,0.63,1.31
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,80.83,-3.61,-4.28
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,70.93,-3.47,-4.66
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,21.48,0.08,0.37
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,48.6,0.63,1.31
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,27.12,0.55,2.07
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,2.94,0.02,0.68
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,9.9,-0.14,-1.39
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,67.48,-3.47,-4.89
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,18.12,0.07,0.39
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.45,0.0,0.0
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.42,-0.01,-2.33
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,18.44,0.41,2.27
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,8.68,0.14,1.64
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,320.25,-7.91,-2.41
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.28,-0.13,-2.4
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,43.64,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,56.36,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,40.65,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,30.08,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,43.64,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,13.56,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,120.68,8.68,7.75
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,155.85,-18.17,-10.44
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,112.4,-16.52,-12.81
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,83.19,7.68,10.17
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,120.68,8.68,7.75
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,37.49,1.0,2.74
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,6.77,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,15.71,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,33.87,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,21.17,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,6.78,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,2.14,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,8.07,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,5.49,,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,18.72,1.64,9.6
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,43.45,-1.65,-3.66
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,93.66,-15.25,-14.0
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,58.55,5.78,10.95
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,18.74,-1.27,-6.35
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,5.92,0.26,4.59
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,22.31,0.72,3.33
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,15.18,0.28,1.88
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,276.53,-9.49,-3.32
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,43.72,1.58,3.75
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,6.91,0.55,8.65
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,97.98,-9.77,-9.07
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,57.68,-8.22,-12.47
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,5.66,0.51,9.9
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,6.91,0.55,8.65
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.25,0.04,3.31
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,379.31,-19.65,-4.93
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,4.05,0.36,9.76
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,40.3,-1.55,-3.7
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,45.35,-7.38,-14.0
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.39,0.14,11.2
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,12.33,-0.84,-6.38
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.22,0.01,4.76
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.06,0.03,2.91
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.19,0.01,5.56
Italy,ITA,2014,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,104.89,-9.22,-8.08
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,49.49,0.89,1.83
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,75.06,-5.77,-7.14
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,65.3,-5.63,-7.94
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,21.61,0.13,0.61
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,49.49,0.89,1.83
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,27.88,0.76,2.8
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,2.94,0.0,0.0
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,9.76,-0.14,-1.41
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,61.81,-5.67,-8.4
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Hydro,GW,18.24,0.12,0.66
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Nuclear,GW,0.0,0.0,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Fossil,GW,3.49,0.04,1.16
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Other Renewables,GW,0.43,0.01,2.38
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Solar,GW,18.74,0.3,1.63
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Wind,GW,9.14,0.46,5.3
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand,Demand,TWh,326.08,5.83,1.82
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity demand,Demand per capita,Demand per capita,MWh,5.38,0.1,1.89
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,%,38.93,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,%,61.07,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,%,45.62,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",%,25.42,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,%,38.93,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,%,13.51,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Clean,TWh,108.89,-11.79,-9.77
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Fossil,TWh,170.81,14.96,9.6
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Gas and Other Fossil,TWh,127.61,15.21,13.53
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",TWh,71.11,-12.08,-14.52
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Renewables,TWh,108.89,-11.79,-9.77
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Aggregate fuel,Wind and Solar,TWh,37.78,0.29,0.77
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,%,6.93,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,%,15.45,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,%,39.64,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,%,16.28,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,%,0.0,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,%,5.98,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,%,2.21,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,%,8.2,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,%,5.31,,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Bioenergy,TWh,19.39,0.67,3.58
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Coal,TWh,43.2,-0.25,-0.58
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Gas,TWh,110.88,17.22,18.39
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Hydro,TWh,45.54,-13.01,-22.22
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Nuclear,TWh,0.0,0.0,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Fossil,TWh,16.73,-2.01,-10.73
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Other Renewables,TWh,6.18,0.26,4.39
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Solar,TWh,22.94,0.63,2.82
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Fuel,Wind,TWh,14.84,-0.34,-2.24
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity generation,Total,Total Generation,TWh,279.7,3.17,1.15
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Electricity imports,Electricity imports,Net Imports,TWh,46.38,2.66,6.08
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Clean,mtCO2,6.77,-0.14,-2.03
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Fossil,mtCO2,104.74,6.76,6.9
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Gas and Other Fossil,mtCO2,64.69,7.01,12.15
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",mtCO2,5.5,-0.16,-2.83
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Renewables,mtCO2,6.77,-0.14,-2.03
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Aggregate fuel,Wind and Solar,mtCO2,1.27,0.02,1.6
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,CO2 intensity,CO2 intensity,gCO2/kWh,398.68,19.37,5.11
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Bioenergy,mtCO2,4.19,0.14,3.46
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Coal,mtCO2,40.05,-0.25,-0.62
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Gas,mtCO2,53.68,8.33,18.37
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Hydro,mtCO2,1.08,-0.31,-22.3
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Nuclear,mtCO2,0.0,0.0,
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Fossil,mtCO2,11.01,-1.32,-10.71
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Other Renewables,mtCO2,0.23,0.01,4.55
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Solar,mtCO2,1.09,0.03,2.83
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Fuel,Wind,mtCO2,0.18,-0.01,-5.26
Italy,ITA,2015,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Power sector emissions,Total,Total emissions,mtCO2,111.51,6.62,6.31
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Clean,GW,50.26,0.77,1.56
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Fossil,GW,70.49,-4.57,-6.09
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Gas and Other Fossil,GW,61.71,-3.59,-5.5
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,"Hydro, Bioenergy and Other Renewables",GW,21.76,0.15,0.69
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Renewables,GW,50.26,0.77,1.56
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Aggregate fuel,Wind and Solar,GW,28.5,0.62,2.22
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Bioenergy,GW,3.02,0.08,2.72
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Coal,GW,8.78,-0.98,-10.04
Italy,ITA,2016,Country or economy,Europe,Europe,1.0,1.0,1.0,1.0,0.0,Capacity,Fuel,Gas,GW,58.22,-3.59,-5.81
